,Home & Garden
2018-08-12,72.0
2018-08-19,66.0
2018-08-26,70.0
2018-09-02,72.0
2018-09-09,70.0
2018-09-16,85.0
2018-09-23,73.0
2018-09-30,72.0
2018-10-07,74.0
2018-10-14,75.0
2018-10-21,73.0
2018-10-28,73.0
2018-11-04,70.0
2018-11-11,70.0
2018-11-18,71.0
2018-11-25,74.0
2018-12-02,75.0
2018-12-09,76.0
2018-12-16,77.0
2018-12-23,76.0
2018-12-30,74.0
2019-01-06,76.0
2019-01-13,73.0
2019-01-20,77.0
2019-01-27,71.0
2019-02-03,74.0
2019-02-10,75.0
2019-02-17,75.0
2019-02-24,71.0
2019-03-03,71.0
2019-03-10,73.0
2019-03-17,74.0
2019-03-24,75.0
2019-03-31,71.0
2019-04-07,66.0
2019-04-14,61.0
2019-04-21,54.0
2019-04-28,64.0
2019-05-05,67.0
2019-05-12,62.0
2019-05-19,69.0
2019-05-26,70.0
2019-06-02,100.0
2019-06-09,84.0
2019-06-16,100.0
2019-06-23,100.0
2019-06-30,100.0
2019-07-07,81.0
2019-07-14,78.0
2019-07-21,77.0
2019-07-28,79.0
2019-08-04,79.0
2019-08-11,74.0
2019-08-18,75.0
2019-08-25,75.0
2019-09-01,72.0
2019-09-08,76.0
2019-09-15,72.0
2019-09-22,70.0
2019-09-29,72.0
2019-10-06,72.0
2019-10-13,70.0
2019-10-20,73.0
2019-10-27,71.0
2019-11-03,70.0
2019-11-10,70.0
2019-11-17,71.0
2019-11-24,77.0
2019-12-01,80.0
2019-12-08,77.0
2019-12-15,83.0
2019-12-22,81.0
2019-12-29,81.0
2020-01-05,76.80392959476053
2020-01-12,76.80392959476053
2020-01-19,76.80392959476053
2020-01-26,75.20384772820303
2020-02-02,73.60376586164551
2020-02-09,72.003683995088
2020-02-16,78.40401146131805
2020-02-23,80.00409332787555
2020-03-01,75.20384772820303
2020-03-08,72.003683995088
2020-03-15,62.40319279574294
2020-03-22,54.40278346295538
2020-03-29,56.00286532951289
2020-04-05,60.80311092918542
2020-04-12,59.20302906262791
2020-04-19,65.60335652885796
2020-04-26,67.20343839541547
2020-05-03,68.80352026197298
2020-05-10,73.60376586164551
2020-05-17,76.80392959476053
2020-05-24,80.00409332787555
2020-05-31,83.20425706099059
2020-06-07,83.20425706099059
2020-06-14,83.20425706099059
2020-06-21,84.80433892754809
2020-06-28,83.20425706099059
2020-07-05,86.4044207941056
2020-07-12,86.4044207941056
2020-07-19,88.00450266066312
2020-07-26,84.80433892754809
2020-08-02,78.40401146131805
2020-08-09,84.80433892754809
2020-08-16,76.80392959476053
2020-08-23,78.40401146131805
2020-08-30,78.40401146131805
2020-09-06,80.00409332787555
2020-09-13,72.003683995088
2020-09-20,75.20384772820303
2020-09-27,70.4036021285305
2020-10-04,73.60376586164551
2020-10-11,81.60417519443307
2020-10-18,83.20425706099059
2020-10-25,76.80392959476053
2020-11-01,72.003683995088
2020-11-08,76.80392959476053
2020-11-15,86.4044207941056
2020-11-22,83.20425706099059
2020-11-29,84.80433892754809
2020-12-06,88.00450266066312
2020-12-13,92.80474826033564
2020-12-20,96.00491199345068
2020-12-27,88.00450266066312
2021-01-03,86.4044207941056
2021-01-10,81.60417519443307
2021-01-17,83.20425706099059
2021-01-24,80.00409332787555
2021-01-31,81.60417519443307
2021-02-07,84.80433892754809
2021-02-14,86.4044207941056
2021-02-21,83.20425706099059
2021-02-28,83.20425706099059
2021-03-07,81.60417519443307
2021-03-14,86.4044207941056
2021-03-21,81.60417519443307
2021-03-28,94.40483012689316
2021-04-04,86.4044207941056
2021-04-11,68.80352026197298
2021-04-18,83.20425706099059
2021-04-25,88.00450266066312
2021-05-02,92.80474826033564
2021-05-09,89.60458452722062
2021-05-16,91.20466639377814
2021-05-23,86.4044207941056
2021-05-30,92.80474826033564
2021-06-06,96.00491199345068
2021-06-13,97.60499386000818
2021-06-20,108.80556692591075
2021-06-27,104.00532132623823
2021-07-04,105.60540319279573
2021-07-11,102.40523945968071
2021-07-18,99.2050757265657
2021-07-25,99.2050757265657
2021-08-01,92.80474826033564
2021-08-08,97.60499386000818
2021-08-15,94.40483012689316
2021-08-22,88.00450266066312
2021-08-29,94.40483012689316
2021-09-05,96.00491199345068
2021-09-12,107.20548505935325
2021-09-19,100.8051575931232
2021-09-26,97.60499386000818
2021-10-03,102.40523945968071
2021-10-10,94.40483012689316
2021-10-17,92.80474826033564
2021-10-24,102.40523945968071
2021-10-31,112.00573065902579
2021-11-07,100.8051575931232
2021-11-14,91.20466639377814
2021-11-21,91.20466639377814
2021-11-28,99.2050757265657
2021-12-05,100.8051575931232
2021-12-12,100.8051575931232
2021-12-19,100.8051575931232
2021-12-26,100.8051575931232
2022-01-02,112.00573065902579
2022-01-09,108.80556692591075
2022-01-16,94.40483012689316
2022-01-23,110.40564879246827
2022-01-30,100.8051575931232
2022-02-06,107.20548505935325
2022-02-13,110.40564879246827
2022-02-20,115.2058943921408
2022-02-27,108.80556692591075
2022-03-06,110.40564879246827
2022-03-13,102.40523945968071
2022-03-20,105.60540319279573
2022-03-27,92.80474826033564
2022-04-03,86.4044207941056
2022-04-10,81.60417519443307
2022-04-17,97.60499386000818
2022-04-24,112.00573065902579
2022-05-01,107.20548505935325
2022-05-08,97.60499386000818
2022-05-15,99.2050757265657
2022-05-22,104.00532132623823
2022-05-29,105.60540319279573
2022-06-05,100.8051575931232
2022-06-12,100.8051575931232
2022-06-19,102.40523945968071
2022-06-26,100.8051575931232
2022-07-03,94.40483012689316
2022-07-10,91.20466639377814
2022-07-17,99.2050757265657
2022-07-24,100.8051575931232
2022-07-31,97.60499386000818
2022-08-07,96.00491199345068
2022-08-14,112.00573065902579
2022-08-21,115.2058943921408
2022-08-28,116.80597625869831
2022-09-04,113.60581252558329
2022-09-11,91.20466639377814
2022-09-18,97.60499386000818
2022-09-25,89.60458452722062
2022-10-02,89.60458452722062
2022-10-09,89.60458452722062
2022-10-16,102.40523945968071
2022-10-23,97.60499386000818
2022-10-30,118.40605812525583
2022-11-06,96.00491199345068
2022-11-13,97.60499386000818
2022-11-20,129.6066311911584
2022-11-27,160.0081866557511
2022-12-04,94.40483012689316
2022-12-11,99.2050757265657
2022-12-18,100.8051575931232
2022-12-25,100.8051575931232
2023-01-01,89.60458452722062
2023-01-08,91.20466639377814
2023-01-15,91.20466639377814
2023-01-22,86.4044207941056
2023-01-29,91.20466639377814
2023-02-05,89.60458452722062
2023-02-12,92.80474826033564
2023-02-19,94.40483012689316
2023-02-26,92.80474826033564
2023-03-05,89.60458452722062
2023-03-12,91.20466639377814
2023-03-19,96.00491199345068
2023-03-26,91.20466639377814
2023-04-02,89.60458452722062
2023-04-09,75.20384772820303
2023-04-16,83.20425706099059
2023-04-23,88.00450266066312
2023-04-30,83.20425706099059
2023-05-07,88.00450266066312
2023-05-14,92.80474826033564
2023-05-21,88.00450266066312
2023-05-28,120.00613999181334
2023-06-04,134.40687679083095
2023-06-11,96.00491199345068
2023-06-18,99.2050757265657
2023-06-25,99.2050757265657
2023-07-02,97.60499386000818
2023-07-09,96.00491199345068
2023-07-16,92.80474826033564
2023-07-23,92.80474826033564
2023-07-30,92.80474826033564
2023-08-06,97.60499386000818
2023-08-13,100.8051575931232
2023-08-20,104.00532132623823
2023-08-27,89.60458452722062
2023-09-03,121.60622185837084
2023-09-10,94.40483012689316
2023-09-17,91.20466639377814
2023-09-24,92.80474826033564
2023-10-01,121.60622185837084
2023-10-08,104.00532132623823
2023-10-15,110.40564879246827
2023-10-22,112.00573065902579
2023-10-29,144.007367990176
2023-11-05,104.00532132623823
2023-11-12,94.40483012689316
2023-11-19,99.2050757265657
2023-11-26,92.80474826033564
2023-12-03,94.40483012689316
2023-12-10,102.40523945968071
2023-12-17,102.40523945968071
2023-12-24,99.2050757265657
2023-12-31,96.00491199345068
2024-01-07,99.7369168028194
2024-01-14,99.7369168028194
2024-01-21,91.5617596878342
2024-01-28,122.62735672477795
2024-02-04,148.78785949273058
2024-02-11,163.50314229970394
2024-02-18,130.80251383976315
2024-02-25,98.10188537982236
2024-03-03,101.37194822581644
2024-03-10,94.83182253382827
2024-03-17,101.37194822581644
2024-03-24,103.00697964881347
2024-03-31,96.46685395682532
2024-04-07,85.02163399584605
2024-04-14,81.75157114985197
2024-04-21,94.83182253382827
2024-04-28,98.10188537982236
2024-05-05,99.7369168028194
2024-05-12,98.10188537982236
2024-05-19,86.65666541884308
2024-05-26,101.37194822581644
2024-06-02,98.10188537982236
2024-06-09,106.27704249480756
2024-06-16,101.37194822581644
2024-06-23,109.54710534080164
2024-06-30,98.10188537982236
2024-07-07,101.37194822581644
2024-07-14,106.27704249480756
2024-07-21,99.7369168028194
2024-07-28,103.00697964881347
2024-08-04,101.37194822581644
2024-08-11,109.54710534080164
2024-08-18,98.10188537982236
2024-08-25,103.00697964881347
2024-09-01,103.00697964881347
2024-09-08,98.10188537982236
2024-09-15,89.92672826483717
2024-09-22,86.65666541884308
2024-09-29,91.5617596878342
2024-10-06,96.46685395682532
2024-10-13,94.83182253382827
2024-10-20,98.10188537982236
2024-10-27,106.27704249480756
2024-11-03,96.46685395682532
2024-11-10,93.19679111083124
2024-11-17,99.7369168028194
2024-11-24,107.91207391780459
2024-12-01,103.00697964881347
2024-12-08,107.91207391780459
2024-12-15,107.91207391780459
2024-12-22,116.08723103278979
2024-12-29,111.18213676379867
2025-01-05,104.64201107181051
2025-01-12,101.37194822581644
2025-01-19,98.10188537982236
2025-01-26,103.00697964881347
2025-02-02,104.64201107181051
2025-02-09,103.00697964881347
2025-02-16,107.91207391780459
2025-02-23,111.18213676379867
2025-03-02,103.00697964881347
2025-03-09,106.27704249480756
2025-03-16,106.27704249480756
2025-03-23,109.54710534080164
2025-03-30,106.27704249480756
2025-04-06,94.83182253382827
2025-04-13,81.75157114985197
2025-04-20,98.10188537982236
2025-04-27,106.27704249480756
2025-05-04,93.19679111083124
2025-05-11,93.19679111083124
2025-05-18,101.37194822581644
2025-05-25,104.64201107181051
2025-06-01,101.37194822581644
2025-06-08,98.10188537982236
2025-06-15,111.18213676379867
2025-06-22,104.64201107181051
2025-06-29,104.64201107181051
2025-07-06,96.46685395682532
2025-07-13,104.64201107181051
2025-07-20,104.64201107181051
2025-07-27,104.64201107181051
2025-08-03,103.00697964881347
2025-08-10,107.91207391780459
2025-08-17,104.64201107181051
2025-08-24,104.64201107181051
2025-08-31,98.10188537982236
2025-09-07,98.10188537982236
2025-09-14,122.62735672477795
2025-09-21,101.37194822581644
2025-09-28,99.7369168028194
2025-10-05,99.7369168028194
2025-10-12,104.64201107181051
2025-10-19,107.91207391780459
2025-10-26,103.00697964881347
2025-11-02,99.7369168028194
2025-11-09,111.18213676379867
2025-11-16,116.08723103278979
2025-11-23,104.64201107181051
2025-11-30,94.83182253382827
