,Emergency Services
2018-10-07,61.0
2018-10-14,48.0
2018-10-21,0.0
2018-10-28,0.0
2018-11-04,44.0
2018-11-11,72.0
2018-11-18,66.0
2018-11-25,0.0
2018-12-02,51.0
2018-12-09,59.0
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,49.0
2019-01-06,67.0
2019-01-13,60.0
2019-01-20,61.0
2019-01-27,0.0
2019-02-03,0.0
2019-02-10,64.0
2019-02-17,80.0
2019-02-24,46.0
2019-03-03,0.0
2019-03-10,64.0
2019-03-17,58.0
2019-03-24,64.0
2019-03-31,0.0
2019-04-07,47.0
2019-04-14,0.0
2019-04-21,64.0
2019-04-28,89.0
2019-05-05,57.0
2019-05-12,61.0
2019-05-19,54.0
2019-05-26,54.0
2019-06-02,0.0
2019-06-09,60.0
2019-06-16,48.0
2019-06-23,70.0
2019-06-30,61.0
2019-07-07,74.0
2019-07-14,0.0
2019-07-21,0.0
2019-07-28,0.0
2019-08-04,46.0
2019-08-11,0.0
2019-08-18,79.0
2019-08-25,55.0
2019-09-01,59.0
2019-09-08,45.0
2019-09-15,97.0
2019-09-22,70.0
2019-09-29,82.0
2019-10-06,0.0
2019-10-13,73.0
2019-10-20,52.0
2019-10-27,60.0
2019-11-03,71.0
2019-11-10,42.0
2019-11-17,51.0
2019-11-24,39.0
2019-12-01,49.0
2019-12-08,56.0
2019-12-15,58.0
2019-12-22,59.0
2019-12-29,0.0
2020-01-05,0.0
2020-01-12,40.14081524616199
2020-01-19,63.44838538909476
2020-01-26,93.23028057173107
2020-02-02,54.384330333509794
2020-02-09,64.74325039703547
2020-02-16,80.28163049232398
2020-02-23,76.39703546850185
2020-03-01,37.55108523028057
2020-03-08,75.10217046056114
2020-03-15,91.93541556379036
2020-03-22,53.08946532556909
2020-03-29,42.73054526204341
2020-04-05,62.15352038115405
2020-04-12,51.79460031762837
2020-04-19,85.46109052408681
2020-04-26,55.6791953414505
2020-05-03,0.0
2020-05-10,44.02541026998412
2020-05-17,38.84595023822128
2020-05-24,0.0
2020-05-31,47.91000529380624
2020-06-07,45.32027527792483
2020-06-14,47.91000529380624
2020-06-21,45.32027527792483
2020-06-28,56.97406034939121
2020-07-05,40.14081524616199
2020-07-12,0.0
2020-07-19,44.02541026998412
2020-07-26,0.0
2020-08-02,0.0
2020-08-09,0.0
2020-08-16,0.0
2020-08-23,0.0
2020-08-30,51.79460031762837
2020-09-06,63.44838538909476
2020-09-13,0.0
2020-09-20,0.0
2020-09-27,0.0
2020-10-04,41.4356802541027
2020-10-11,69.92271042879831
2020-10-18,0.0
2020-10-25,42.73054526204341
2020-11-01,68.6278454208576
2020-11-08,0.0
2020-11-15,0.0
2020-11-22,38.84595023822128
2020-11-29,42.73054526204341
2020-12-06,0.0
2020-12-13,0.0
2020-12-20,53.08946532556909
2020-12-27,0.0
2021-01-03,41.4356802541027
2021-01-10,55.6791953414505
2021-01-17,69.92271042879831
2021-01-24,54.384330333509794
2021-01-31,53.08946532556909
2021-02-07,41.4356802541027
2021-02-14,62.15352038115405
2021-02-21,66.03811540497618
2021-02-28,40.14081524616199
2021-03-07,63.44838538909476
2021-03-14,66.03811540497618
2021-03-21,42.73054526204341
2021-03-28,0.0
2021-04-04,53.08946532556909
2021-04-11,45.32027527792483
2021-04-18,0.0
2021-04-25,44.02541026998412
2021-05-02,44.02541026998412
2021-05-09,54.384330333509794
2021-05-16,53.08946532556909
2021-05-23,81.57649550026468
2021-05-30,95.82001058761249
2021-06-06,129.48650079407093
2021-06-13,76.39703546850185
2021-06-20,47.91000529380624
2021-06-27,69.92271042879831
2021-07-04,53.08946532556909
2021-07-11,49.20487030174696
2021-07-18,0.0
2021-07-25,45.32027527792483
2021-08-01,58.26892535733192
2021-08-08,64.74325039703547
2021-08-15,67.33298041291688
2021-08-22,75.10217046056114
2021-08-29,63.44838538909476
2021-09-05,53.08946532556909
2021-09-12,80.28163049232398
2021-09-19,62.15352038115405
2021-09-26,60.85865537321334
2021-10-03,54.384330333509794
2021-10-10,51.79460031762837
2021-10-17,59.56379036527263
2021-10-24,77.69190047644256
2021-10-31,0.0
2021-11-07,42.73054526204341
2021-11-14,102.29433562731604
2021-11-21,86.75595553202753
2021-11-28,47.91000529380624
2021-12-05,62.15352038115405
2021-12-12,44.02541026998412
2021-12-19,45.32027527792483
2021-12-26,62.15352038115405
2022-01-02,46.615140285865536
2022-01-09,58.26892535733192
2022-01-16,72.51244044467973
2022-01-23,69.92271042879831
2022-01-30,60.85865537321334
2022-02-06,59.56379036527263
2022-02-13,67.33298041291688
2022-02-20,102.29433562731604
2022-02-27,71.21757543673901
2022-03-06,51.79460031762837
2022-03-13,84.16622551614611
2022-03-20,50.499735309687665
2022-03-27,49.20487030174696
2022-04-03,37.55108523028057
2022-04-10,73.80730545262044
2022-04-17,54.384330333509794
2022-04-24,58.26892535733192
2022-05-01,38.84595023822128
2022-05-08,62.15352038115405
2022-05-15,72.51244044467973
2022-05-22,82.8713605082054
2022-05-29,56.97406034939121
2022-06-05,41.4356802541027
2022-06-12,62.15352038115405
2022-06-19,56.97406034939121
2022-06-26,55.6791953414505
2022-07-03,0.0
2022-07-10,56.97406034939121
2022-07-17,50.499735309687665
2022-07-24,59.56379036527263
2022-07-31,53.08946532556909
2022-08-07,75.10217046056114
2022-08-14,67.33298041291688
2022-08-21,66.03811540497618
2022-08-28,77.69190047644256
2022-09-04,49.20487030174696
2022-09-11,67.33298041291688
2022-09-18,47.91000529380624
2022-09-25,89.34568554790894
2022-10-02,62.15352038115405
2022-10-09,80.28163049232398
2022-10-16,80.28163049232398
2022-10-23,66.03811540497618
2022-10-30,63.44838538909476
2022-11-06,58.26892535733192
2022-11-13,62.15352038115405
2022-11-20,91.93541556379036
2022-11-27,47.91000529380624
2022-12-04,77.69190047644256
2022-12-11,47.91000529380624
2022-12-18,55.6791953414505
2022-12-25,54.384330333509794
2023-01-01,58.26892535733192
2023-01-08,49.20487030174696
2023-01-15,66.03811540497618
2023-01-22,58.26892535733192
2023-01-29,0.0
2023-02-05,84.16622551614611
2023-02-12,49.20487030174696
2023-02-19,77.69190047644256
2023-02-26,67.33298041291688
2023-03-05,81.57649550026468
2023-03-12,54.384330333509794
2023-03-19,55.6791953414505
2023-03-26,58.26892535733192
2023-04-02,40.14081524616199
2023-04-09,60.85865537321334
2023-04-16,0.0
2023-04-23,55.6791953414505
2023-04-30,50.499735309687665
2023-05-07,50.499735309687665
2023-05-14,59.56379036527263
2023-05-21,33.66649020645844
2023-05-28,54.384330333509794
2023-06-04,110.06352567496029
2023-06-11,76.39703546850185
2023-06-18,46.615140285865536
2023-06-25,54.384330333509794
2023-07-02,71.21757543673901
2023-07-09,44.02541026998412
2023-07-16,62.15352038115405
2023-07-23,82.8713605082054
2023-07-30,82.8713605082054
2023-08-06,63.44838538909476
2023-08-13,69.92271042879831
2023-08-20,76.39703546850185
2023-08-27,56.97406034939121
2023-09-03,82.8713605082054
2023-09-10,47.91000529380624
2023-09-17,77.69190047644256
2023-09-24,84.16622551614611
2023-10-01,69.92271042879831
2023-10-08,73.80730545262044
2023-10-15,66.03811540497618
2023-10-22,75.10217046056114
2023-10-29,90.64055055584966
2023-11-05,81.57649550026468
2023-11-12,68.6278454208576
2023-11-19,75.10217046056114
2023-11-26,73.80730545262044
2023-12-03,108.76866066701959
2023-12-10,53.08946532556909
2023-12-17,49.20487030174696
2023-12-24,46.615140285865536
2023-12-31,66.03811540497618
2024-01-07,68.34498431258024
2024-01-14,80.33533243759432
2024-01-21,61.15077543757179
2024-01-28,49.160427312557715
2024-02-04,86.33050650010135
2024-02-11,94.7237501876112
2024-02-18,79.13629762509291
2024-02-25,87.52954131260276
2024-03-03,89.92761093760558
2024-03-10,52.757531750061936
2024-03-17,56.35463618756616
2024-03-24,68.34498431258024
2024-03-31,0.0
2024-04-07,57.55367100006757
2024-04-14,0.0
2024-04-21,0.0
2024-04-28,0.0
2024-05-05,55.15560137506475
2024-05-12,65.94691468757742
2024-05-19,56.35463618756616
2024-05-26,56.35463618756616
2024-06-02,43.165253250050675
2024-06-09,93.52471537510979
2024-06-16,61.15077543757179
2024-06-23,57.55367100006757
2024-06-30,74.34015837508727
2024-07-07,73.14112356258586
2024-07-14,103.11699387512105
2024-07-21,99.51988943761684
2024-07-28,89.92761093760558
2024-08-04,117.50541162513795
2024-08-11,93.52471537510979
2024-08-18,79.13629762509291
2024-08-25,98.32085462511543
2024-09-01,89.92761093760558
2024-09-08,58.752705812568976
2024-09-15,64.74787987507601
2024-09-22,58.752705812568976
2024-09-29,70.74305393758306
2024-10-06,65.94691468757742
2024-10-13,83.93243687509853
2024-10-20,85.13147168759994
2024-10-27,85.13147168759994
2024-11-03,82.73340206259712
2024-11-10,77.9372628125915
2024-11-17,70.74305393758306
2024-11-24,80.33533243759432
2024-12-01,94.7237501876112
2024-12-08,76.73822800009009
2024-12-15,64.74787987507601
2024-12-22,67.14594950007883
2024-12-29,79.13629762509291
2025-01-05,118.70444643763936
2025-01-12,94.7237501876112
2025-01-19,109.1121679376281
2025-01-26,82.73340206259712
2025-02-02,79.13629762509291
2025-02-09,69.54401912508165
2025-02-16,74.34015837508727
2025-02-23,56.35463618756616
2025-03-02,65.94691468757742
2025-03-09,75.53919318758868
2025-03-16,59.951740625070386
2025-03-23,62.3498102500732
2025-03-30,39.568148812546454
2025-04-06,62.3498102500732
2025-04-13,43.165253250050675
2025-04-20,75.53919318758868
2025-04-27,109.1121679376281
2025-05-04,67.14594950007883
2025-05-11,83.93243687509853
2025-05-18,119.90348125014077
2025-05-25,93.52471537510979
2025-06-01,63.54884506257461
2025-06-08,59.951740625070386
2025-06-15,85.13147168759994
2025-06-22,69.54401912508165
2025-06-29,82.73340206259712
2025-07-06,77.9372628125915
2025-07-13,0.0
2025-07-20,50.359462125059125
2025-07-27,85.13147168759994
2025-08-03,43.165253250050675
2025-08-10,65.94691468757742
2025-08-17,50.359462125059125
2025-08-24,55.15560137506475
2025-08-31,47.961392500056306
2025-09-07,75.53919318758868
2025-09-14,57.55367100006757
2025-09-21,88.72857612510417
2025-09-28,81.53436725009573
2025-10-05,63.54884506257461
2025-10-12,57.55367100006757
2025-10-19,77.9372628125915
2025-10-26,87.52954131260276
2025-11-02,100.71892425011825
2025-11-09,57.55367100006757
2025-11-16,86.33050650010135
2025-11-23,62.3498102500732
2025-11-30,93.52471537510979
2025-12-07,67.14594950007883
2025-12-14,80.33533243759432
2025-12-21,53.956566562563346
2025-12-28,83.93243687509853
2026-01-04,51.55849693756053
