,Doctors' Offices
2018-10-07,44.0
2018-10-14,56.0
2018-10-21,60.0
2018-10-28,63.0
2018-11-04,65.0
2018-11-11,59.0
2018-11-18,51.0
2018-11-25,64.0
2018-12-02,63.0
2018-12-09,74.0
2018-12-16,47.0
2018-12-23,44.0
2018-12-30,56.0
2019-01-06,59.0
2019-01-13,56.0
2019-01-20,45.0
2019-01-27,72.0
2019-02-03,54.0
2019-02-10,71.0
2019-02-17,45.0
2019-02-24,75.0
2019-03-03,62.0
2019-03-10,60.0
2019-03-17,72.0
2019-03-24,75.0
2019-03-31,55.0
2019-04-07,53.0
2019-04-14,87.0
2019-04-21,49.0
2019-04-28,67.0
2019-05-05,54.0
2019-05-12,33.0
2019-05-19,58.0
2019-05-26,48.0
2019-06-02,53.0
2019-06-09,63.0
2019-06-16,66.0
2019-06-23,83.0
2019-06-30,76.0
2019-07-07,64.0
2019-07-14,73.0
2019-07-21,94.0
2019-07-28,70.0
2019-08-04,49.0
2019-08-11,44.0
2019-08-18,61.0
2019-08-25,49.0
2019-09-01,97.0
2019-09-08,75.0
2019-09-15,80.0
2019-09-22,45.0
2019-09-29,66.0
2019-10-06,54.0
2019-10-13,60.0
2019-10-20,69.0
2019-10-27,49.0
2019-11-03,55.0
2019-11-10,74.0
2019-11-17,77.0
2019-11-24,65.0
2019-12-01,100.0
2019-12-08,90.0
2019-12-15,84.0
2019-12-22,64.0
2019-12-29,93.0
2020-01-05,88.5639686684073
2020-01-12,78.44237224916075
2020-01-19,50.607982096232746
2020-01-26,65.79037672510256
2020-02-02,64.52517717269674
2020-02-09,60.72957851547929
2020-02-16,58.199179410667654
2020-02-23,41.75158522939201
2020-03-01,80.97277135397239
2020-03-08,69.58597538232003
2020-03-15,45.54718388660947
2020-03-22,34.160387914957106
2020-03-29,53.13838120104438
2020-04-05,46.812383439015285
2020-04-12,41.75158522939201
2020-04-19,16.44759418127564
2020-04-26,26.56919060052219
2020-05-03,20.243192838493098
2020-05-10,21.508392390898916
2020-05-17,15.182394628869822
2020-05-24,25.303991048116373
2020-05-31,24.038791495710555
2020-06-07,21.508392390898916
2020-06-14,27.83439015292801
2020-06-21,41.75158522939201
2020-06-28,37.95598657217456
2020-07-05,27.83439015292801
2020-07-12,34.160387914957106
2020-07-19,43.01678478179783
2020-07-26,36.69078701976874
2020-08-02,20.243192838493098
2020-08-09,46.812383439015285
2020-08-16,30.364789257739645
2020-08-23,31.629988810145466
2020-08-30,17.712793733681462
2020-09-06,35.425587467362924
2020-09-13,37.95598657217456
2020-09-20,40.486385676986195
2020-09-27,26.56919060052219
2020-10-04,53.13838120104438
2020-10-11,49.34278254382693
2020-10-18,35.425587467362924
2020-10-25,44.28198433420365
2020-11-01,49.34278254382693
2020-11-08,46.812383439015285
2020-11-15,45.54718388660947
2020-11-22,61.994778067885115
2020-11-29,63.25997762029093
2020-12-06,56.933979858261836
2020-12-13,58.199179410667654
2020-12-20,43.01678478179783
2020-12-27,44.28198433420365
2021-01-03,43.01678478179783
2021-01-10,63.25997762029093
2021-01-17,54.4035807534502
2021-01-24,54.4035807534502
2021-01-31,87.29876911600148
2021-02-07,77.17717269675494
2021-02-14,49.34278254382693
2021-02-21,48.07758299142111
2021-02-28,73.38157403953748
2021-03-07,69.58597538232003
2021-03-14,61.994778067885115
2021-03-21,75.91197314434912
2021-03-28,63.25997762029093
2021-04-04,46.812383439015285
2021-04-11,36.69078701976874
2021-04-18,64.52517717269674
2021-04-25,54.4035807534502
2021-05-02,54.4035807534502
2021-05-09,48.07758299142111
2021-05-16,44.28198433420365
2021-05-23,50.607982096232746
2021-05-30,44.28198433420365
2021-06-06,63.25997762029093
2021-06-13,56.933979858261836
2021-06-20,56.933979858261836
2021-06-27,82.23797090637821
2021-07-04,73.38157403953748
2021-07-11,88.5639686684073
2021-07-18,86.03356956359566
2021-07-25,84.76837001118984
2021-08-01,91.09436777321893
2021-08-08,83.50317045878403
2021-08-15,86.03356956359566
2021-08-22,99.95076464005967
2021-08-29,72.11637448713167
2021-09-05,88.5639686684073
2021-09-12,88.5639686684073
2021-09-19,87.29876911600148
2021-09-26,73.38157403953748
2021-10-03,74.6467735919433
2021-10-10,93.62476687803057
2021-10-17,79.70757180156657
2021-10-24,88.5639686684073
2021-10-31,105.01156284968295
2021-11-07,82.23797090637821
2021-11-14,88.5639686684073
2021-11-21,84.76837001118984
2021-11-28,88.5639686684073
2021-12-05,99.95076464005967
2021-12-12,78.44237224916075
2021-12-19,126.51995524058187
2021-12-26,117.66355837374113
2022-01-02,105.01156284968295
2022-01-09,84.76837001118984
2022-01-16,84.76837001118984
2022-01-23,65.79037672510256
2022-01-30,69.58597538232003
2022-02-06,80.97277135397239
2022-02-13,63.25997762029093
2022-02-20,67.05557627750838
2022-02-27,65.79037672510256
2022-03-06,80.97277135397239
2022-03-13,72.11637448713167
2022-03-20,79.70757180156657
2022-03-27,69.58597538232003
2022-04-03,61.994778067885115
2022-04-10,51.873181648638564
2022-04-17,58.199179410667654
2022-04-24,58.199179410667654
2022-05-01,55.66878030585602
2022-05-08,75.91197314434912
2022-05-15,70.85117493472585
2022-05-22,74.6467735919433
2022-05-29,72.11637448713167
2022-06-05,84.76837001118984
2022-06-12,87.29876911600148
2022-06-19,69.58597538232003
2022-06-26,91.09436777321893
2022-07-03,67.05557627750838
2022-07-10,51.873181648638564
2022-07-17,70.85117493472585
2022-07-24,73.38157403953748
2022-07-31,83.50317045878403
2022-08-07,87.29876911600148
2022-08-14,72.11637448713167
2022-08-21,73.38157403953748
2022-08-28,77.17717269675494
2022-09-04,86.03356956359566
2022-09-11,68.32077582991421
2022-09-18,60.72957851547929
2022-09-25,49.34278254382693
2022-10-02,87.29876911600148
2022-10-09,74.6467735919433
2022-10-16,78.44237224916075
2022-10-23,79.70757180156657
2022-10-30,93.62476687803057
2022-11-06,86.03356956359566
2022-11-13,74.6467735919433
2022-11-20,61.994778067885115
2022-11-27,70.85117493472585
2022-12-04,56.933979858261836
2022-12-11,84.76837001118984
2022-12-18,84.76837001118984
2022-12-25,89.82916822081312
2023-01-01,83.50317045878403
2023-01-08,69.58597538232003
2023-01-15,49.34278254382693
2023-01-22,68.32077582991421
2023-01-29,73.38157403953748
2023-02-05,68.32077582991421
2023-02-12,67.05557627750838
2023-02-19,78.44237224916075
2023-02-26,72.11637448713167
2023-03-05,72.11637448713167
2023-03-12,86.03356956359566
2023-03-19,44.28198433420365
2023-03-26,60.72957851547929
2023-04-02,56.933979858261836
2023-04-09,60.72957851547929
2023-04-16,55.66878030585602
2023-04-23,64.52517717269674
2023-04-30,74.6467735919433
2023-05-07,48.07758299142111
2023-05-14,78.44237224916075
2023-05-21,75.91197314434912
2023-05-28,74.6467735919433
2023-06-04,79.70757180156657
2023-06-11,87.29876911600148
2023-06-18,54.4035807534502
2023-06-25,40.486385676986195
2023-07-02,77.17717269675494
2023-07-09,77.17717269675494
2023-07-16,78.44237224916075
2023-07-23,46.812383439015285
2023-07-30,79.70757180156657
2023-08-06,94.8899664304364
2023-08-13,96.15516598284222
2023-08-20,75.91197314434912
2023-08-27,58.199179410667654
2023-09-03,79.70757180156657
2023-09-10,80.97277135397239
2023-09-17,96.15516598284222
2023-09-24,91.09436777321893
2023-10-01,73.38157403953748
2023-10-08,92.35956732562475
2023-10-15,101.21596419246549
2023-10-22,98.68556508765386
2023-10-29,83.50317045878403
2023-11-05,73.38157403953748
2023-11-12,86.03356956359566
2023-11-19,94.8899664304364
2023-11-26,78.44237224916075
2023-12-03,92.35956732562475
2023-12-10,88.5639686684073
2023-12-17,89.82916822081312
2023-12-24,99.95076464005967
2023-12-31,99.95076464005967
2024-01-07,106.91455724910067
2024-01-14,85.27708732963983
2024-01-21,86.5498796778434
2024-01-28,113.27851899011857
2024-02-04,112.00572664191499
2024-02-11,101.82338785628636
2024-02-18,87.82267202604699
2024-02-25,101.82338785628636
2024-03-03,91.64104907065771
2024-03-10,80.1859179368255
2024-03-17,85.27708732963983
2024-03-24,87.82267202604699
2024-03-31,73.8219561958076
2024-04-07,84.00429498143625
2024-04-14,90.36825672245413
2024-04-21,81.45871028502908
2024-04-28,89.09546437425057
2024-05-05,106.91455724910067
2024-05-12,119.64248073113647
2024-05-19,77.64033324041834
2024-05-26,78.91312558862192
2024-06-02,127.27923482035794
2024-06-09,76.36754089221476
2024-06-16,67.45799445478971
2024-06-23,78.91312558862192
2024-06-30,106.91455724910067
2024-07-07,122.18806542754362
2024-07-14,101.82338785628636
2024-07-21,101.82338785628636
2024-07-28,101.82338785628636
2024-08-04,104.36897255269352
2024-08-11,86.5498796778434
2024-08-18,108.18734959730425
2024-08-25,112.00572664191499
2024-09-01,95.45942611526846
2024-09-08,98.00501081167562
2024-09-15,91.64104907065771
2024-09-22,86.5498796778434
2024-09-29,106.91455724910067
2024-10-06,84.00429498143625
2024-10-13,68.7307868029933
2024-10-20,118.36968838293289
2024-10-27,70.00357915119687
2024-11-03,76.36754089221476
2024-11-10,81.45871028502908
2024-11-17,91.64104907065771
2024-11-24,82.73150263323267
2024-12-01,78.91312558862192
2024-12-08,82.73150263323267
2024-12-15,89.09546437425057
2024-12-22,112.00572664191499
2024-12-29,82.73150263323267
2025-01-05,99.2778031598792
2025-01-12,82.73150263323267
2025-01-19,62.36682506197539
2025-01-26,64.91240975838255
2025-02-02,70.00357915119687
2025-02-09,72.54916384760404
2025-02-16,90.36825672245413
2025-02-23,64.91240975838255
2025-03-02,56.002863320957495
2025-03-09,64.91240975838255
2025-03-16,62.36682506197539
2025-03-23,56.002863320957495
2025-03-30,72.54916384760404
2025-04-06,82.73150263323267
2025-04-13,78.91312558862192
2025-04-20,90.36825672245413
2025-04-27,71.27637149940045
2025-05-04,61.09403271377181
2025-05-11,86.5498796778434
2025-05-18,77.64033324041834
2025-05-25,91.64104907065771
2025-06-01,86.5498796778434
2025-06-08,70.00357915119687
2025-06-15,84.00429498143625
2025-06-22,98.00501081167562
2025-06-29,92.9138414188613
2025-07-06,86.5498796778434
2025-07-13,92.9138414188613
2025-07-20,57.275655669161075
2025-07-27,76.36754089221476
2025-08-03,98.00501081167562
2025-08-10,87.82267202604699
2025-08-17,70.00357915119687
2025-08-24,77.64033324041834
2025-08-31,66.18520210658613
2025-09-07,72.54916384760404
2025-09-14,80.1859179368255
2025-09-21,106.91455724910067
2025-09-28,77.64033324041834
2025-10-05,96.73221846347204
2025-10-12,81.45871028502908
2025-10-19,78.91312558862192
2025-10-26,77.64033324041834
2025-11-02,72.54916384760404
2025-11-09,89.09546437425057
2025-11-16,70.00357915119687
2025-11-23,80.1859179368255
2025-11-30,75.09474854401118
2025-12-07,89.09546437425057
2025-12-14,70.00357915119687
2025-12-21,76.36754089221476
2025-12-28,98.00501081167562
2026-01-04,100.55059550808278
