,Entertainment Media
2019-01-20,72.0
2019-01-27,53.0
2019-02-03,59.0
2019-02-10,58.0
2019-02-17,64.0
2019-02-24,53.0
2019-03-03,54.0
2019-03-10,62.0
2019-03-17,56.0
2019-03-24,60.0
2019-03-31,46.0
2019-04-07,62.0
2019-04-14,65.0
2019-04-21,50.0
2019-04-28,65.0
2019-05-05,54.0
2019-05-12,56.0
2019-05-19,50.0
2019-05-26,55.0
2019-06-02,59.0
2019-06-09,69.0
2019-06-16,42.0
2019-06-23,57.0
2019-06-30,67.0
2019-07-07,51.0
2019-07-14,63.0
2019-07-21,61.0
2019-07-28,59.0
2019-08-04,70.0
2019-08-11,83.0
2019-08-18,83.0
2019-08-25,81.0
2019-09-01,70.0
2019-09-08,54.0
2019-09-15,57.0
2019-09-22,65.0
2019-09-29,70.0
2019-10-06,65.0
2019-10-13,88.0
2019-10-20,59.0
2019-10-27,51.0
2019-11-03,65.0
2019-11-10,57.0
2019-11-17,61.0
2019-11-24,64.0
2019-12-01,72.0
2019-12-08,74.0
2019-12-15,67.0
2019-12-22,100.0
2019-12-29,94.0
2020-01-05,74.26521739130435
2020-01-12,81.45217391304348
2020-01-19,67.07826086956523
2020-01-26,71.86956521739131
2020-02-02,62.286956521739135
2020-02-09,62.286956521739135
2020-02-16,62.286956521739135
2020-02-23,67.07826086956523
2020-03-01,58.69347826086957
2020-03-08,61.08913043478261
2020-03-15,81.45217391304348
2020-03-22,86.24347826086957
2020-03-29,97.02391304347827
2020-04-05,99.41956521739131
2020-04-12,81.45217391304348
2020-04-19,73.06739130434784
2020-04-26,82.65
2020-05-03,81.45217391304348
2020-05-10,83.84782608695653
2020-05-17,59.89130434782609
2020-05-24,73.06739130434784
2020-05-31,68.27608695652174
2020-06-07,70.67173913043479
2020-06-14,75.46304347826087
2020-06-21,65.8804347826087
2020-06-28,51.50652173913044
2020-07-05,68.27608695652174
2020-07-12,68.27608695652174
2020-07-19,64.68260869565218
2020-07-26,65.8804347826087
2020-08-02,80.25434782608696
2020-08-09,73.06739130434784
2020-08-16,65.8804347826087
2020-08-23,39.52826086956522
2020-08-30,46.71521739130435
2020-09-06,53.902173913043484
2020-09-13,41.923913043478265
2020-09-20,44.31956521739131
2020-09-27,53.902173913043484
2020-10-04,52.70434782608696
2020-10-11,50.30869565217392
2020-10-18,50.30869565217392
2020-10-25,59.89130434782609
2020-11-01,53.902173913043484
2020-11-08,59.89130434782609
2020-11-15,59.89130434782609
2020-11-22,68.27608695652174
2020-11-29,69.47391304347826
2020-12-06,70.67173913043479
2020-12-13,57.495652173913044
2020-12-20,76.6608695652174
2020-12-27,64.68260869565218
2021-01-03,69.47391304347826
2021-01-10,71.86956521739131
2021-01-17,62.286956521739135
2021-01-24,64.68260869565218
2021-01-31,68.27608695652174
2021-02-07,58.69347826086957
2021-02-14,63.48478260869565
2021-02-21,77.85869565217392
2021-02-28,63.48478260869565
2021-03-07,74.26521739130435
2021-03-14,74.26521739130435
2021-03-21,75.46304347826087
2021-03-28,79.05652173913045
2021-04-04,68.27608695652174
2021-04-11,57.495652173913044
2021-04-18,85.04565217391306
2021-04-25,67.07826086956523
2021-05-02,74.26521739130435
2021-05-09,92.23260869565217
2021-05-16,85.04565217391306
2021-05-23,104.2108695652174
2021-05-30,87.44130434782609
2021-06-06,88.63913043478261
2021-06-13,91.03478260869566
2021-06-20,77.85869565217392
2021-06-27,67.07826086956523
2021-07-04,82.65
2021-07-11,75.46304347826087
2021-07-18,75.46304347826087
2021-07-25,87.44130434782609
2021-08-01,70.67173913043479
2021-08-08,80.25434782608696
2021-08-15,77.85869565217392
2021-08-22,87.44130434782609
2021-08-29,71.86956521739131
2021-09-05,65.8804347826087
2021-09-12,83.84782608695653
2021-09-19,80.25434782608696
2021-09-26,86.24347826086957
2021-10-03,104.2108695652174
2021-10-10,83.84782608695653
2021-10-17,92.23260869565217
2021-10-24,74.26521739130435
2021-10-31,101.81521739130436
2021-11-07,81.45217391304348
2021-11-14,88.63913043478261
2021-11-21,77.85869565217392
2021-11-28,69.47391304347826
2021-12-05,97.02391304347827
2021-12-12,98.22173913043478
2021-12-19,77.85869565217392
2021-12-26,100.61739130434783
2022-01-02,92.23260869565217
2022-01-09,113.79347826086958
2022-01-16,100.61739130434783
2022-01-23,103.01304347826088
2022-01-30,106.60652173913044
2022-02-06,79.05652173913045
2022-02-13,93.4304347826087
2022-02-20,70.67173913043479
2022-02-27,74.26521739130435
2022-03-06,73.06739130434784
2022-03-13,82.65
2022-03-20,81.45217391304348
2022-03-27,70.67173913043479
2022-04-03,79.05652173913045
2022-04-10,94.62826086956522
2022-04-17,77.85869565217392
2022-04-24,67.07826086956523
2022-05-01,85.04565217391306
2022-05-08,83.84782608695653
2022-05-15,64.68260869565218
2022-05-22,89.83695652173914
2022-05-29,70.67173913043479
2022-06-05,70.67173913043479
2022-06-12,82.65
2022-06-19,94.62826086956522
2022-06-26,88.63913043478261
2022-07-03,98.22173913043478
2022-07-10,92.23260869565217
2022-07-17,95.82608695652175
2022-07-24,103.01304347826088
2022-07-31,106.60652173913044
2022-08-07,83.84782608695653
2022-08-14,91.03478260869566
2022-08-21,86.24347826086957
2022-08-28,83.84782608695653
2022-09-04,94.62826086956522
2022-09-11,68.27608695652174
2022-09-18,75.46304347826087
2022-09-25,75.46304347826087
2022-10-02,81.45217391304348
2022-10-09,74.26521739130435
2022-10-16,77.85869565217392
2022-10-23,93.4304347826087
2022-10-30,64.68260869565218
2022-11-06,70.67173913043479
2022-11-13,62.286956521739135
2022-11-20,62.286956521739135
2022-11-27,81.45217391304348
2022-12-04,88.63913043478261
2022-12-11,89.83695652173914
2022-12-18,83.84782608695653
2022-12-25,89.83695652173914
2023-01-01,103.01304347826088
2023-01-08,86.24347826086957
2023-01-15,88.63913043478261
2023-01-22,73.06739130434784
2023-01-29,73.06739130434784
2023-02-05,80.25434782608696
2023-02-12,83.84782608695653
2023-02-19,77.85869565217392
2023-02-26,75.46304347826087
2023-03-05,81.45217391304348
2023-03-12,70.67173913043479
2023-03-19,79.05652173913045
2023-03-26,87.44130434782609
2023-04-02,83.84782608695653
2023-04-09,73.06739130434784
2023-04-16,80.25434782608696
2023-04-23,86.24347826086957
2023-04-30,79.05652173913045
2023-05-07,75.46304347826087
2023-05-14,76.6608695652174
2023-05-21,68.27608695652174
2023-05-28,74.26521739130435
2023-06-04,73.06739130434784
2023-06-11,82.65
2023-06-18,75.46304347826087
2023-06-25,79.05652173913045
2023-07-02,88.63913043478261
2023-07-09,77.85869565217392
2023-07-16,88.63913043478261
2023-07-23,76.6608695652174
2023-07-30,79.05652173913045
2023-08-06,79.05652173913045
2023-08-13,92.23260869565217
2023-08-20,81.45217391304348
2023-08-27,79.05652173913045
2023-09-03,85.04565217391306
2023-09-10,80.25434782608696
2023-09-17,92.23260869565217
2023-09-24,89.83695652173914
2023-10-01,76.6608695652174
2023-10-08,79.05652173913045
2023-10-15,73.06739130434784
2023-10-22,88.63913043478261
2023-10-29,86.24347826086957
2023-11-05,89.83695652173914
2023-11-12,92.23260869565217
2023-11-19,76.6608695652174
2023-11-26,89.83695652173914
2023-12-03,100.61739130434783
2023-12-10,119.78260869565219
2023-12-17,92.23260869565217
2023-12-24,117.38695652173914
2023-12-31,86.24347826086957
2024-01-07,96.06084069238462
2024-01-14,110.39827960169576
2024-01-21,97.49458458331574
2024-01-28,97.49458458331574
2024-02-04,93.19335291052239
2024-02-11,83.1571456740046
2024-02-18,97.49458458331574
2024-02-25,84.59088956493571
2024-03-03,73.1209384374868
2024-03-10,88.89212123772906
2024-03-17,91.75960901959128
2024-03-24,98.92832847424685
2024-03-31,94.6270968014535
2024-04-07,97.49458458331574
2024-04-14,86.02463345586682
2024-04-21,81.72340178307348
2024-04-28,98.92832847424685
2024-05-05,96.06084069238462
2024-05-12,86.02463345586682
2024-05-19,96.06084069238462
2024-05-26,94.6270968014535
2024-06-02,113.26576738355799
2024-06-09,84.59088956493571
2024-06-16,97.49458458331574
2024-06-23,81.72340178307348
2024-06-30,104.6633040379713
2024-07-07,91.75960901959128
2024-07-14,104.6633040379713
2024-07-21,96.06084069238462
2024-07-28,78.85591400121126
2024-08-04,91.75960901959128
2024-08-11,111.83202349262687
2024-08-18,98.92832847424685
2024-08-25,94.6270968014535
2024-09-01,100.36207236517797
2024-09-08,117.56699905635134
2024-09-15,100.36207236517797
2024-09-22,107.53079181983354
2024-09-29,94.6270968014535
2024-10-06,100.36207236517797
2024-10-13,94.6270968014535
2024-10-20,87.45837734679795
2024-10-27,106.09704792890241
2024-11-03,84.59088956493571
2024-11-10,111.83202349262687
2024-11-17,96.06084069238462
2024-11-24,104.6633040379713
2024-12-01,101.79581625610908
2024-12-08,98.92832847424685
2024-12-15,119.00074294728245
2024-12-22,119.00074294728245
2024-12-29,143.37438909311138
2025-01-05,111.83202349262687
2025-01-12,124.7357185110069
2025-01-19,91.75960901959128
2025-01-26,78.85591400121126
2025-02-02,97.49458458331574
2025-02-09,103.22956014704019
2025-02-16,130.47069407473134
2025-02-23,107.53079181983354
2025-03-02,101.79581625610908
2025-03-09,98.92832847424685
2025-03-16,100.36207236517797
2025-03-23,104.6633040379713
2025-03-30,90.32586512866017
2025-04-06,116.13325516542021
2025-04-13,75.98842621934902
2025-04-20,91.75960901959128
2025-04-27,73.1209384374868
2025-05-04,87.45837734679795
2025-05-11,93.19335291052239
2025-05-18,91.75960901959128
2025-05-25,90.32586512866017
2025-06-01,98.92832847424685
2025-06-08,88.89212123772906
2025-06-15,90.32586512866017
2025-06-22,86.02463345586682
2025-06-29,86.02463345586682
2025-07-06,103.22956014704019
2025-07-13,90.32586512866017
2025-07-20,129.03695018380023
2025-07-27,113.26576738355799
2025-08-03,91.75960901959128
2025-08-10,78.85591400121126
2025-08-17,78.85591400121126
2025-08-24,100.36207236517797
2025-08-31,100.36207236517797
2025-09-07,107.53079181983354
2025-09-14,91.75960901959128
2025-09-21,78.85591400121126
2025-09-28,84.59088956493571
2025-10-05,83.1571456740046
2025-10-12,93.19335291052239
2025-10-19,107.53079181983354
2025-10-26,93.19335291052239
2025-11-02,94.6270968014535
2025-11-09,83.1571456740046
2025-11-16,87.45837734679795
2025-11-23,93.19335291052239
2025-11-30,87.45837734679795
2025-12-07,98.92832847424685
2025-12-14,113.26576738355799
2025-12-21,114.6995112744891
2025-12-28,106.09704792890241
2026-01-04,91.75960901959128
