,Arts___Entertainment,Beauty___Fitness,Books___Literature,Entertainment_Industry,Games,Hobbies___Leisure,Cleaning_Supplies___Services,Laundry,Astrology___Divination,Pets___Animals,Libraries___Museums,Entertainment_Media,Gifts___Special_Event_Items,Photo___Video_Services,Ticket_Sales,Sports
2025-01-19,64.04538518244537,80.12714776632302,72.34194841763619,43.17774839006441,110.45099806409388,50.709660367384686,116.09204813169858,141.69978053050986,69.68416242031961,122.298641810354,91.46353075360145,143.13888796348735,59.624881666493,155.12243221035334,108.73469387755102,26.791927627000703
2025-01-26,65.6267527178144,82.03493699885452,72.34194841763619,39.06558187672493,109.10403467306833,54.53680454605523,139.00495236821803,143.56425132696396,69.68416242031961,115.2699842350463,100.31484018136932,144.99783456041575,60.74987943378533,148.65899753492192,126.85714285714286,37.508698677800986
2025-02-02,71.16153909160597,83.94272623138602,75.23562635434163,102.80416283348669,106.41010789101726,52.62323245671996,140.53247931731931,110.00377699079056,64.32384223414118,119.4871787802309,95.8891854674854,144.99783456041575,59.624881666493,122.80525883319638,217.46938775510205,28.131524008350738
2025-02-09,70.37085532392146,78.21935853379152,68.48371116869559,44.20579001839927,102.36921771794066,59.32073476939341,129.83979067361025,115.59718938015278,64.32384223414118,120.89291029529244,103.26527665729196,131.98520838191692,74.24985264129317,129.26869350862776,135.9183673469388,33.489909533750875
2025-02-16,67.99880402086792,76.31156930126002,70.4128297931659,45.23383164673414,107.7570712820428,51.66644641205232,120.67462897900246,110.00377699079056,64.32384223414118,120.89291029529244,103.26527665729196,144.99783456041575,55.12489059732372,150.2748562037798,144.9795918367347,30.810716771050807
2025-02-23,67.99880402086792,78.21935853379152,74.2710670421065,45.23383164673414,107.7570712820428,53.58001850138759,126.78473677540764,134.24189734469357,69.68416242031961,129.3272993856617,91.46353075360145,135.70310157577373,55.12489059732372,130.88455217748563,163.10204081632654,38.84829505915102
2025-03-02,67.99880402086792,76.31156930126002,66.5545925442253,61.68249770009201,109.10403467306833,52.62323245671996,99.28925169158433,119.32613097306094,64.32384223414118,125.11010484047708,101.79005841933063,124.54942199420329,57.37488613190836,148.65899753492192,99.6734693877551,33.489909533750875
2025-03-09,69.58017155623695,80.12714776632302,68.48371116869559,43.17774839006441,107.7570712820428,50.709660367384686,103.8718325388882,111.86824778724464,64.32384223414118,120.89291029529244,88.51309427767882,126.40836859113168,53.9998928300314,140.5797041906327,99.6734693877551,28.131524008350738
2025-03-16,67.99880402086792,95.38946162657504,67.51915185646044,42.14970676172954,113.14492484614492,52.62323245671996,122.20215592810376,132.37742654823947,69.68416242031961,120.89291029529244,138.67051436836348,126.40836859113168,52.87489506273908,148.65899753492192,126.85714285714286,20.093945720250527
2025-03-23,69.58017155623695,141.17640320733102,69.44827048093074,45.23383164673414,109.10403467306833,55.49359059072287,117.61957508079988,136.10636814114764,80.40480279267648,125.11010484047708,98.83962194340802,124.54942199420329,56.24988836461604,126.03697617091208,135.9183673469388,34.82950591510091
2025-03-30,68.78948778855244,152.62313860252004,65.59003323199015,44.20579001839927,118.53277841024708,60.27752081406104,99.28925169158433,141.69978053050986,69.68416242031961,130.73303090072324,73.76091189806569,137.5620481727021,56.24988836461604,121.18940016433854,126.85714285714286,33.489909533750875
2025-04-06,66.41743648549891,139.26861397479954,63.66091460751985,41.12166513339467,107.7570712820428,48.79608827804942,108.45441338619209,137.9708389376017,64.32384223414118,125.11010484047708,88.51309427767882,131.98520838191692,53.9998928300314,127.65283483976992,172.16326530612247,36.16910229645095
2025-04-13,65.6267527178144,141.17640320733102,52.08620286069806,37.0094986200552,105.06314449999172,50.709660367384686,87.06903609877394,119.32613097306094,58.96352204796275,111.05278968986168,70.81047542214306,137.5620481727021,80.9998392450471,93.71980279375514,181.2244897959184,33.489909533750875
2025-04-20,67.99880402086792,144.99198167239405,68.48371116869559,43.17774839006441,105.06314449999172,52.62323245671996,125.25720982630637,121.190601769515,64.32384223414118,129.3272993856617,84.08743956379487,137.5620481727021,50.62489952815444,134.1162695152013,126.85714285714286,37.508698677800986
2025-04-27,67.99880402086792,156.43871706758304,69.44827048093074,39.06558187672493,110.45099806409388,50.709660367384686,114.56452118259728,126.78401415887726,58.96352204796275,120.89291029529244,84.08743956379487,139.42099476963054,53.9998928300314,124.42111750205424,208.40816326530611,38.84829505915102
2025-05-04,65.6267527178144,127.82187857961053,65.59003323199015,41.12166513339467,109.10403467306833,51.66644641205232,103.8718325388882,115.59718938015278,64.32384223414118,116.67571575010784,131.2944231785569,137.5620481727021,66.37486827024694,121.18940016433854,154.0408163265306,29.47112038970077
2025-05-11,64.83606895012989,85.85051546391752,63.66091460751985,40.0936235050598,98.32832754486404,50.709660367384686,102.3443055897869,115.59718938015278,64.32384223414118,111.05278968986168,85.56265780175619,126.40836859113168,66.37486827024694,113.1101068200493,135.9183673469388,20.093945720250527
2025-05-18,67.20812025318341,143.08419243986253,68.48371116869559,39.06558187672493,122.57366858332368,49.752874322717055,113.036994233496,147.2931929198721,64.32384223414118,118.08144726516936,91.46353075360145,130.1262617849885,52.87489506273908,126.03697617091208,117.79591836734694,30.810716771050807
2025-05-25,68.78948778855244,156.43871706758304,66.5545925442253,40.0936235050598,109.10403467306833,51.66644641205232,122.20215592810376,134.24189734469357,64.32384223414118,118.08144726516936,107.69093137117588,137.5620481727021,55.12489059732372,134.1162695152013,108.73469387755102,34.82950591510091
2025-06-01,66.41743648549891,131.63745704467354,66.5545925442253,43.17774839006441,106.41010789101726,54.53680454605523,122.20215592810376,165.93790088441287,64.32384223414118,123.70437332541552,85.56265780175619,135.70310157577373,55.12489059732372,132.50041084634347,163.10204081632654,32.15031315240084
2025-06-08,67.20812025318341,82.03493699885452,66.5545925442253,41.12166513339467,102.36921771794066,53.58001850138759,102.3443055897869,121.190601769515,64.32384223414118,120.89291029529244,82.61222132583356,135.70310157577373,59.624881666493,130.88455217748563,135.9183673469388,28.131524008350738
2025-06-15,70.37085532392146,80.12714776632302,68.48371116869559,42.14970676172954,114.49188823717049,55.49359059072287,122.20215592810376,136.10636814114764,69.68416242031961,123.70437332541552,94.41396722952408,135.70310157577373,60.74987943378533,127.65283483976992,108.73469387755102,42.86708420320112
2025-06-22,71.95222285929047,80.12714776632302,70.4128297931659,43.17774839006441,113.14492484614492,53.58001850138759,128.31226372450897,132.37742654823947,69.68416242031961,127.92156787060016,97.3644037054467,135.70310157577373,52.87489506273908,135.73212818405915,117.79591836734694,45.54627696590119
2025-06-29,71.16153909160597,78.21935853379152,67.51915185646044,42.14970676172954,114.49188823717049,53.58001850138759,120.67462897900246,136.10636814114764,69.68416242031961,126.5158363555386,92.93874899156276,135.70310157577373,52.87489506273908,129.26869350862776,163.10204081632654,46.88587334725123
2025-07-06,72.74290662697499,78.21935853379152,65.59003323199015,47.28991490340387,115.838851628196,51.66644641205232,108.45441338619209,124.91954336242316,64.32384223414118,119.4871787802309,100.31484018136932,128.26731518806008,51.74989729544676,114.72596548890716,172.16326530612247,45.54627696590119
2025-07-13,71.95222285929047,76.31156930126002,69.44827048093074,47.28991490340387,114.49188823717049,50.709660367384686,117.61957508079988,130.5129557517854,69.68416242031961,123.70437332541552,91.46353075360145,139.42099476963054,52.87489506273908,121.18940016433854,126.85714285714286,38.84829505915102
2025-07-20,74.32427416234401,78.21935853379152,70.4128297931659,42.14970676172954,113.14492484614492,52.62323245671996,119.14710202990116,130.5129557517854,69.68416242031961,122.298641810354,87.0378760397175,131.98520838191692,51.74989729544676,111.49424815119146,154.0408163265306,32.15031315240084
2025-07-27,69.58017155623695,78.21935853379152,71.37738910540105,42.14970676172954,118.53277841024708,51.66644641205232,113.036994233496,137.9708389376017,69.68416242031961,120.89291029529244,98.83962194340802,133.84415497884532,52.87489506273908,98.56737880032868,163.10204081632654,30.810716771050807
2025-08-03,72.74290662697499,85.85051546391752,68.48371116869559,45.23383164673414,122.57366858332368,52.62323245671996,113.036994233496,134.24189734469357,69.68416242031961,130.73303090072324,103.26527665729196,139.42099476963054,55.12489059732372,137.34798685291702,208.40816326530611,26.791927627000703
2025-08-10,71.95222285929047,80.12714776632302,65.59003323199015,47.28991490340387,119.87974180127262,53.58001850138759,108.45441338619209,139.83530973405578,69.68416242031961,133.5444939308463,100.31484018136932,139.42099476963054,50.62489952815444,142.19556285949054,462.1224489795919,21.43354210160056
2025-08-17,71.16153909160597,78.21935853379152,60.7672366708144,47.28991490340387,119.87974180127262,53.58001850138759,114.56452118259728,136.10636814114764,58.96352204796275,122.298641810354,98.83962194340802,130.1262617849885,51.74989729544676,132.50041084634347,163.10204081632654,18.754349338900493
2025-08-24,68.78948778855244,78.21935853379152,64.625473919755,41.12166513339467,106.41010789101726,51.66644641205232,108.45441338619209,119.32613097306094,64.32384223414118,127.92156787060016,92.93874899156276,128.26731518806008,56.24988836461604,122.80525883319638,117.79591836734694,22.7731384829506
2025-08-31,70.37085532392146,78.21935853379152,64.625473919755,41.12166513339467,107.7570712820428,50.709660367384686,103.8718325388882,111.86824778724464,150.08896521299607,118.08144726516936,95.8891854674854,126.40836859113168,52.87489506273908,106.64667214461792,208.40816326530611,26.791927627000703
2025-09-07,66.41743648549891,70.58820160366551,60.7672366708144,41.12166513339467,103.7161811089662,47.83930223338178,102.3443055897869,117.46166017660688,235.854088191851,115.2699842350463,88.51309427767882,128.26731518806008,51.74989729544676,119.57354149548068,181.2244897959184,34.82950591510091
2025-09-14,67.99880402086792,70.58820160366551,65.59003323199015,46.26187327506901,106.41010789101726,49.752874322717055,126.78473677540764,95.08801061915794,434.18593508045296,122.298641810354,94.41396722952408,124.54942199420329,49.49990176086212,119.57354149548068,126.85714285714286,53.583855254001406
2025-09-21,72.74290662697499,70.58820160366551,71.37738910540105,41.12166513339467,107.7570712820428,50.709660367384686,129.83979067361025,121.190601769515,536.0320186178432,122.298641810354,98.83962194340802,126.40836859113168,57.37488613190836,124.42111750205424,117.79591836734694,54.92345163535144
2025-09-28,67.99880402086792,70.58820160366551,77.16474497881194,48.31795653173874,109.10403467306833,54.53680454605523,103.8718325388882,128.64848495533133,273.3763294951,115.2699842350463,95.8891854674854,130.1262617849885,62.999874968369966,106.64667214461792,144.9795918367347,42.86708420320112
2025-10-05,67.20812025318341,74.40378006872852,71.37738910540105,50.37403978840848,127.96152214742582,54.53680454605523,109.9819403352934,119.32613097306094,198.331846888602,116.67571575010784,101.79005841933063,124.54942199420329,71.99985710670853,117.95768282662284,135.9183673469388,28.131524008350738
2025-10-12,67.20812025318341,74.40378006872852,64.625473919755,50.37403978840848,122.57366858332368,50.709660367384686,111.50946728439467,139.83530973405578,166.16992577153138,115.2699842350463,97.3644037054467,131.98520838191692,56.24988836461604,113.1101068200493,208.40816326530611,30.810716771050807
2025-10-19,69.58017155623695,74.40378006872852,63.66091460751985,43.17774839006441,126.61455875640029,51.66644641205232,103.8718325388882,152.88660530923434,150.08896521299607,119.4871787802309,125.39355022671168,141.27994136655894,58.49988389920068,127.65283483976992,190.28571428571428,34.82950591510091
2025-10-26,64.83606895012989,72.49599083619702,60.7672366708144,40.0936235050598,115.838851628196,48.79608827804942,106.9268864370908,156.61554690214248,144.72864502681765,113.86425271998476,94.41396722952408,128.26731518806008,53.9998928300314,113.1101068200493,154.0408163265306,32.15031315240084
2025-11-02,64.04538518244537,78.21935853379152,60.7672366708144,44.20579001839927,134.6963391025535,50.709660367384686,96.23419779338172,115.59718938015278,139.36832484063922,118.08144726516936,95.8891854674854,118.97258220341806,51.74989729544676,129.26869350862776,126.85714285714286,32.15031315240084
2025-11-09,67.20812025318341,78.21935853379152,59.80267735857925,43.17774839006441,126.61455875640029,50.709660367384686,116.09204813169858,134.24189734469357,123.28736428210392,119.4871787802309,88.51309427767882,117.11363560648964,49.49990176086212,117.95768282662284,126.85714285714286,38.84829505915102
2025-11-16,72.74290662697499,78.21935853379152,61.73179598304955,48.31795653173874,123.92063197434922,53.58001850138759,117.61957508079988,132.37742654823947,123.28736428210392,129.3272993856617,91.46353075360145,139.42099476963054,51.74989729544676,143.8114215283484,126.85714285714286,40.187891440501055
2025-11-23,67.20812025318341,66.77262313860251,53.0507621729332,40.0936235050598,123.92063197434922,46.88251618871414,108.45441338619209,117.46166017660688,101.8460835373902,108.2413266597386,79.66178484991094,131.98520838191692,46.12490845898515,105.03081347576008,108.73469387755102,33.489909533750875
2025-11-30,64.04538518244537,68.68041237113401,53.0507621729332,43.17774839006441,117.18581501922154,44.96894409937888,142.06000626642063,147.2931929198721,96.48576335121176,108.2413266597386,84.08743956379487,137.5620481727021,44.99991069169283,95.33566146261298,90.6122448979592,30.810716771050807
2025-12-07,67.99880402086792,82.03493699885452,62.696355295284704,50.37403978840848,130.6554489294769,52.62323245671996,123.72968287720506,156.61554690214248,123.28736428210392,120.89291029529244,81.13700308787226,150.57467435120097,53.9998928300314,121.18940016433854,154.0408163265306,26.791927627000703
2025-12-14,71.95222285929047,87.75830469644902,64.625473919755,48.31795653173874,122.57366858332368,57.407162680058136,128.31226372450897,162.20895929150473,123.28736428210392,125.11010484047708,97.3644037054467,159.86940733584302,59.624881666493,130.88455217748563,144.9795918367347,30.810716771050807
2025-12-21,79.06837676845107,89.66609392898052,73.30650772987134,49.345998160073606,133.34937571152795,75.58609752874321,125.25720982630637,173.39578407022918,134.0080046544608,140.573151506154,85.56265780175619,174.74098011127026,61.874877201077645,121.18940016433854,199.3469387755102,24.11273486430063
2025-12-28,76.69632546539755,87.75830469644902,67.51915185646044,52.43012304507821,133.34937571152795,86.11074402008721,113.036994233496,160.34448849505063,139.36832484063922,137.76168847603094,95.8891854674854,161.72835393277143,65.24987050295461,126.03697617091208,199.3469387755102,18.754349338900493
2026-01-04,69.58017155623695,80.12714776632302,66.5545925442253,48.31795653173874,117.18581501922154,53.58001850138759,152.75269491012972,134.24189734469357,128.64768446828236,122.298641810354,97.3644037054467,152.43362094812937,53.9998928300314,132.50041084634347,489.3061224489797,32.15031315240084
