,Doctors' Offices
2020-12-06,79.54688796680497
2020-12-13,79.54688796680497
2020-12-20,80.7521438450899
2020-12-27,79.54688796680497
2021-01-03,79.54688796680497
2021-01-10,74.72586445366528
2021-01-17,77.13637621023513
2021-01-24,75.9311203319502
2021-01-31,75.9311203319502
2021-02-07,77.13637621023513
2021-02-14,80.7521438450899
2021-02-21,81.95739972337482
2021-02-28,81.95739972337482
2021-03-07,77.13637621023513
2021-03-14,83.16265560165975
2021-03-21,83.16265560165975
2021-03-28,83.16265560165975
2021-04-04,90.39419087136929
2021-04-11,84.36791147994467
2021-04-18,84.36791147994467
2021-04-25,79.54688796680497
2021-05-02,84.36791147994467
2021-05-09,81.95739972337482
2021-05-16,83.16265560165975
2021-05-23,101.2414937759336
2021-05-30,94.00995850622407
2021-06-06,81.95739972337482
2021-06-13,83.16265560165975
2021-06-20,83.16265560165975
2021-06-27,120.52558782849239
2021-07-04,81.95739972337482
2021-07-11,86.77842323651451
2021-07-18,87.98367911479944
2021-07-25,89.18893499308436
2021-08-01,83.16265560165975
2021-08-08,86.77842323651451
2021-08-15,83.16265560165975
2021-08-22,83.16265560165975
2021-08-29,80.7521438450899
2021-09-05,80.7521438450899
2021-09-12,83.16265560165975
2021-09-19,81.95739972337482
2021-09-26,83.16265560165975
2021-10-03,87.98367911479944
2021-10-10,87.98367911479944
2021-10-17,81.95739972337482
2021-10-24,77.13637621023513
2021-10-31,79.54688796680497
2021-11-07,83.16265560165975
2021-11-14,77.13637621023513
2021-11-21,72.31535269709543
2021-11-28,78.34163208852006
2021-12-05,75.9311203319502
2021-12-12,74.72586445366528
2021-12-19,79.54688796680497
2021-12-26,96.42047026279391
2022-01-02,86.77842323651451
2022-01-09,81.95739972337482
2022-01-16,78.34163208852006
2022-01-23,86.77842323651451
2022-01-30,83.16265560165975
2022-02-06,78.34163208852006
2022-02-13,86.77842323651451
2022-02-20,79.54688796680497
2022-02-27,78.34163208852006
2022-03-06,80.7521438450899
2022-03-13,77.13637621023513
2022-03-20,84.36791147994467
2022-03-27,83.16265560165975
2022-04-03,83.16265560165975
2022-04-10,77.13637621023513
2022-04-17,75.9311203319502
2022-04-24,79.54688796680497
2022-05-01,79.54688796680497
2022-05-08,77.13637621023513
2022-05-15,79.54688796680497
2022-05-22,83.16265560165975
2022-05-29,86.77842323651451
2022-06-05,80.7521438450899
2022-06-12,85.5731673582296
2022-06-19,87.98367911479944
2022-06-26,116.90982019363761
2022-07-03,85.5731673582296
2022-07-10,89.18893499308436
2022-07-17,90.39419087136929
2022-07-24,90.39419087136929
2022-07-31,90.39419087136929
2022-08-07,87.98367911479944
2022-08-14,90.39419087136929
2022-08-21,94.00995850622407
2022-08-28,85.5731673582296
2022-09-04,91.59944674965422
2022-09-11,96.42047026279391
2022-09-18,98.83098201936376
2022-09-25,89.18893499308436
2022-10-02,81.95739972337482
2022-10-09,112.08879668049792
2022-10-16,104.85726141078838
2022-10-23,83.16265560165975
2022-10-30,92.80470262793914
2022-11-06,98.83098201936376
2022-11-13,97.62572614107883
2022-11-20,97.62572614107883
2022-11-27,92.80470262793914
2022-12-04,90.39419087136929
2022-12-11,115.70456431535268
2022-12-18,108.47302904564314
2022-12-25,100.03623789764868
2023-01-01,96.42047026279391
2023-01-08,110.88354080221299
2023-01-15,100.03623789764868
2023-01-22,100.03623789764868
2023-01-29,96.42047026279391
2023-02-05,96.42047026279391
2023-02-12,98.83098201936376
2023-02-19,100.03623789764868
2023-02-26,103.65200553250345
2023-03-05,89.18893499308436
2023-03-12,96.42047026279391
2023-03-19,91.59944674965422
2023-03-26,91.59944674965422
2023-04-02,96.42047026279391
2023-04-09,91.59944674965422
2023-04-16,90.39419087136929
2023-04-23,89.18893499308436
2023-04-30,85.5731673582296
2023-05-07,84.36791147994467
2023-05-14,84.36791147994467
2023-05-21,83.16265560165975
2023-05-28,86.77842323651451
2023-06-04,83.16265560165975
2023-06-11,92.80470262793914
2023-06-18,92.80470262793914
2023-06-25,116.90982019363761
2023-07-02,97.62572614107883
2023-07-09,112.08879668049792
2023-07-16,112.08879668049792
2023-07-23,107.26777316735823
2023-07-30,107.26777316735823
2023-08-06,106.0625172890733
2023-08-13,103.65200553250345
2023-08-20,100.03623789764868
2023-08-27,96.42047026279391
2023-09-03,98.83098201936376
2023-09-10,96.42047026279391
2023-09-17,98.83098201936376
2023-09-24,100.03623789764868
2023-10-01,100.03623789764868
2023-10-08,95.21521438450898
2023-10-15,90.39419087136929
2023-10-22,84.36791147994467
2023-10-29,85.5731673582296
2023-11-05,83.16265560165975
2023-11-12,77.13637621023513
2023-11-19,85.5731673582296
2023-11-26,87.98367911479944
2023-12-03,85.5731673582296
2023-12-10,87.98367911479944
2023-12-17,92.80470262793914
2023-12-24,95.21521438450898
2023-12-31,90.39419087136929
2024-01-07,87.70276113619012
2024-01-14,86.53339098770759
2024-01-21,84.19465069074252
2024-01-28,93.5496118786028
2024-02-04,93.5496118786028
2024-02-11,92.38024173012026
2024-02-18,93.5496118786028
2024-02-25,93.5496118786028
2024-03-03,92.38024173012026
2024-03-10,90.04150143315519
2024-03-17,92.38024173012026
2024-03-24,91.21087158163773
2024-03-31,90.04150143315519
2024-04-07,87.70276113619012
2024-04-14,85.36402083922505
2024-04-21,87.70276113619012
2024-04-28,85.36402083922505
2024-05-05,84.19465069074252
2024-05-12,90.04150143315519
2024-05-19,90.04150143315519
2024-05-26,92.38024173012026
2024-06-02,87.70276113619012
2024-06-09,94.71898202708533
2024-06-16,90.04150143315519
2024-06-23,93.5496118786028
2024-06-30,115.76764469977095
2024-07-07,98.22709247253293
2024-07-14,100.565832769498
2024-07-21,98.22709247253293
2024-07-28,97.0577223240504
2024-08-04,97.0577223240504
2024-08-11,106.41268351191069
2024-08-18,107.58205366039321
2024-08-25,102.90457306646307
2024-09-01,95.88835217556786
2024-09-08,100.565832769498
2024-09-15,93.5496118786028
2024-09-22,92.38024173012026
2024-09-29,92.38024173012026
2024-10-06,83.02528054225998
2024-10-13,92.38024173012026
2024-10-20,85.36402083922505
2024-10-27,80.6865402452949
2024-11-03,79.51717009681238
2024-11-10,83.02528054225998
2024-11-17,80.6865402452949
2024-11-24,78.34779994832984
2024-12-01,84.19465069074252
2024-12-08,95.88835217556786
2024-12-15,86.53339098770759
2024-12-22,87.70276113619012
2024-12-29,86.53339098770759
2025-01-05,85.36402083922505
2025-01-12,83.02528054225998
2025-01-19,85.36402083922505
2025-01-26,88.87213128467266
2025-02-02,86.53339098770759
2025-02-09,90.04150143315519
2025-02-16,85.36402083922505
2025-02-23,83.02528054225998
2025-03-02,83.02528054225998
2025-03-09,77.17842979984731
2025-03-16,86.53339098770759
2025-03-23,81.85591039377745
2025-03-30,81.85591039377745
2025-04-06,79.51717009681238
2025-04-13,85.36402083922505
2025-04-20,84.19465069074252
2025-04-27,79.51717009681238
2025-05-04,77.17842979984731
2025-05-11,85.36402083922505
2025-05-18,83.02528054225998
2025-05-25,83.02528054225998
2025-06-01,91.21087158163773
2025-06-08,90.04150143315519
2025-06-15,87.70276113619012
2025-06-22,85.36402083922505
2025-06-29,101.73520291798054
2025-07-06,90.04150143315519
2025-07-13,92.38024173012026
2025-07-20,85.36402083922505
2025-07-27,87.70276113619012
2025-08-03,85.36402083922505
2025-08-10,85.36402083922505
2025-08-17,88.87213128467266
2025-08-24,88.87213128467266
2025-08-31,83.02528054225998
2025-09-07,90.04150143315519
2025-09-14,86.53339098770759
2025-09-21,84.19465069074252
2025-09-28,74.83968950288224
2025-10-05,80.6865402452949
2025-10-12,80.6865402452949
2025-10-19,70.1622089089521
2025-10-26,80.6865402452949
2025-11-02,85.36402083922505
2025-11-09,78.34779994832984
2025-11-16,81.85591039377745
2025-11-23,76.00905965136477
2025-11-30,76.00905965136477
2025-12-07,77.17842979984731
2025-12-14,88.87213128467266
2025-12-21,87.70276113619012
2025-12-28,81.85591039377745
2026-01-04,83.02528054225998
