,Chemicals Industry
2020-01-05,84.70128939828079
2020-01-12,79.90687679083094
2020-01-19,89.49570200573065
2020-01-26,86.29942693409741
2020-02-02,87.89756446991403
2020-02-09,87.89756446991403
2020-02-16,87.89756446991403
2020-02-23,87.89756446991403
2020-03-01,103.87893982808022
2020-03-08,78.30873925501432
2020-03-15,84.70128939828079
2020-03-22,62.327363896848134
2020-03-29,60.729226361031515
2020-04-05,67.12177650429798
2020-04-12,63.92550143266475
2020-04-19,68.7199140401146
2020-04-26,73.51432664756446
2020-05-03,100.68266475644698
2020-05-10,79.90687679083094
2020-05-17,81.50501432664755
2020-05-24,81.50501432664755
2020-05-31,87.89756446991403
2020-06-07,94.2901146131805
2020-06-14,87.89756446991403
2020-06-21,94.2901146131805
2020-06-28,97.48638968481374
2020-07-05,99.08452722063036
2020-07-12,103.87893982808022
2020-07-19,107.07521489971346
2020-07-26,103.87893982808022
2020-08-02,107.07521489971346
2020-08-09,105.47707736389684
2020-08-16,111.86962750716332
2020-08-23,110.2714899713467
2020-08-30,110.2714899713467
2020-09-06,108.67335243553008
2020-09-13,111.86962750716332
2020-09-20,115.06590257879655
2020-09-27,105.47707736389684
2020-10-04,107.07521489971346
2020-10-11,108.67335243553008
2020-10-18,99.08452722063036
2020-10-25,94.2901146131805
2020-11-01,92.69197707736389
2020-11-08,81.50501432664755
2020-11-15,84.70128939828079
2020-11-22,92.69197707736389
2020-11-29,97.48638968481374
2020-12-06,110.2714899713467
2020-12-13,110.2714899713467
2020-12-20,107.07521489971346
2020-12-27,97.48638968481374
2021-01-03,107.07521489971346
2021-01-10,94.2901146131805
2021-01-17,107.07521489971346
2021-01-24,99.08452722063036
2021-01-31,102.2808022922636
2021-02-07,111.86962750716332
2021-02-14,108.67335243553008
2021-02-21,113.46776504297993
2021-02-28,113.46776504297993
2021-03-07,105.47707736389684
2021-03-14,116.66404011461317
2021-03-21,107.07521489971346
2021-03-28,97.48638968481374
2021-04-04,100.68266475644698
2021-04-11,92.69197707736389
2021-04-18,91.09383954154727
2021-04-25,87.89756446991403
2021-05-02,91.09383954154727
2021-05-09,91.09383954154727
2021-05-16,94.2901146131805
2021-05-23,91.09383954154727
2021-05-30,99.08452722063036
2021-06-06,105.47707736389684
2021-06-13,105.47707736389684
2021-06-20,107.07521489971346
2021-06-27,103.87893982808022
2021-07-04,110.2714899713467
2021-07-11,110.2714899713467
2021-07-18,113.46776504297993
2021-07-25,124.65472779369627
2021-08-01,140.63610315186244
2021-08-08,129.4491404011461
2021-08-15,116.66404011461317
2021-08-22,116.66404011461317
2021-08-29,118.26217765042979
2021-09-05,116.66404011461317
2021-09-12,103.87893982808022
2021-09-19,103.87893982808022
2021-09-26,102.2808022922636
2021-10-03,95.88825214899713
2021-10-10,81.50501432664755
2021-10-17,97.48638968481374
2021-10-24,97.48638968481374
2021-10-31,75.11246418338108
2021-11-07,89.49570200573065
2021-11-14,92.69197707736389
2021-11-21,95.88825214899713
2021-11-28,97.48638968481374
2021-12-05,95.88825214899713
2021-12-12,102.2808022922636
2021-12-19,99.08452722063036
2021-12-26,99.08452722063036
2022-01-02,111.86962750716332
2022-01-09,102.2808022922636
2022-01-16,102.2808022922636
2022-01-23,113.46776504297993
2022-01-30,116.66404011461317
2022-02-06,110.2714899713467
2022-02-13,134.24355300859597
2022-02-20,135.8416905444126
2022-02-27,134.24355300859597
2022-03-06,139.03796561604582
2022-03-13,123.05659025787965
2022-03-20,132.64541547277935
2022-03-27,126.25286532951289
2022-04-03,132.64541547277935
2022-04-10,124.65472779369627
2022-04-17,131.04727793696273
2022-04-24,127.8510028653295
2022-05-01,134.24355300859597
2022-05-08,129.4491404011461
2022-05-15,113.46776504297993
2022-05-22,116.66404011461317
2022-05-29,116.66404011461317
2022-06-05,123.05659025787965
2022-06-12,129.4491404011461
2022-06-19,131.04727793696273
2022-06-26,135.8416905444126
2022-07-03,139.03796561604582
2022-07-10,139.03796561604582
2022-07-17,135.8416905444126
2022-07-24,127.8510028653295
2022-07-31,126.25286532951289
2022-08-07,118.26217765042979
2022-08-14,116.66404011461317
2022-08-21,132.64541547277935
2022-08-28,119.86031518624641
2022-09-04,119.86031518624641
2022-09-11,131.04727793696273
2022-09-18,134.24355300859597
2022-09-25,116.66404011461317
2022-10-02,105.47707736389684
2022-10-09,126.25286532951289
2022-10-16,118.26217765042979
2022-10-23,94.2901146131805
2022-10-30,118.26217765042979
2022-11-06,124.65472779369627
2022-11-13,124.65472779369627
2022-11-20,121.45845272206303
2022-11-27,124.65472779369627
2022-12-04,123.05659025787965
2022-12-11,131.04727793696273
2022-12-18,134.24355300859597
2022-12-25,132.64541547277935
2023-01-01,124.65472779369627
2023-01-08,129.4491404011461
2023-01-15,127.8510028653295
2023-01-22,119.86031518624641
2023-01-29,131.04727793696273
2023-02-05,140.63610315186244
2023-02-12,134.24355300859597
2023-02-19,142.23424068767906
2023-02-26,159.81375358166187
2023-03-05,102.2808022922636
2023-03-12,121.45845272206303
2023-03-19,111.86962750716332
2023-03-26,116.66404011461317
2023-04-02,115.06590257879655
2023-04-09,118.26217765042979
2023-04-16,116.66404011461317
2023-04-23,113.46776504297993
2023-04-30,115.06590257879655
2023-05-07,107.07521489971346
2023-05-14,113.46776504297993
2023-05-21,113.46776504297993
2023-05-28,113.46776504297993
2023-06-04,113.46776504297993
2023-06-11,123.05659025787965
2023-06-18,116.66404011461317
2023-06-25,119.86031518624641
2023-07-02,127.8510028653295
2023-07-09,126.25286532951289
2023-07-16,124.65472779369627
2023-07-23,124.65472779369627
2023-07-30,131.04727793696273
2023-08-06,127.8510028653295
2023-08-13,121.45845272206303
2023-08-20,121.45845272206303
2023-08-27,116.66404011461317
2023-09-03,118.26217765042979
2023-09-10,126.25286532951289
2023-09-17,121.45845272206303
2023-09-24,124.65472779369627
2023-10-01,127.8510028653295
2023-10-08,129.4491404011461
2023-10-15,113.46776504297993
2023-10-22,97.48638968481374
2023-10-29,126.25286532951289
2023-11-05,110.2714899713467
2023-11-12,94.2901146131805
2023-11-19,119.86031518624641
2023-11-26,123.05659025787965
2023-12-03,123.05659025787965
2023-12-10,134.24355300859597
2023-12-17,135.8416905444126
2023-12-24,129.4491404011461
2023-12-31,132.64541547277935
2024-01-07,132.64541547277935
2024-01-14,123.05659025787965
2024-01-21,127.8510028653295
2024-01-28,137.4398280802292
2024-02-04,139.03796561604582
2024-02-11,137.4398280802292
2024-02-18,139.03796561604582
2024-02-25,156.61747851002863
2024-03-03,123.05659025787965
2024-03-10,123.05659025787965
2024-03-17,110.2714899713467
2024-03-24,103.87893982808022
2024-03-31,115.06590257879655
2024-04-07,108.67335243553008
2024-04-14,103.87893982808022
2024-04-21,113.46776504297993
2024-04-28,110.2714899713467
2024-05-05,105.47707736389684
2024-05-12,105.47707736389684
2024-05-19,110.2714899713467
2024-05-26,105.47707736389684
2024-06-02,105.47707736389684
2024-06-09,107.07521489971346
2024-06-16,115.06590257879655
2024-06-23,116.66404011461317
2024-06-30,116.66404011461317
2024-07-07,118.26217765042979
2024-07-14,119.86031518624641
2024-07-21,124.65472779369627
2024-07-28,129.4491404011461
2024-08-04,129.4491404011461
2024-08-11,113.46776504297993
2024-08-18,113.46776504297993
2024-08-25,119.86031518624641
2024-09-01,116.66404011461317
2024-09-08,116.66404011461317
2024-09-15,113.46776504297993
2024-09-22,119.86031518624641
2024-09-29,107.07521489971346
2024-10-06,100.68266475644698
2024-10-13,111.86962750716332
2024-10-20,115.06590257879655
2024-10-27,89.49570200573065
2024-11-03,105.47707736389684
2024-11-10,111.86962750716332
2024-11-17,115.06590257879655
2024-11-24,118.26217765042979
2024-12-01,118.26217765042979
2024-12-08,118.26217765042979
2024-12-15,118.26217765042979
2024-12-22,116.66404011461317
2024-12-29,115.06590257879655
2025-01-05,118.26217765042979
2025-01-12,110.2714899713467
2025-01-19,123.05659025787965
2025-01-26,121.45845272206303
2025-02-02,116.66404011461317
2025-02-09,115.06590257879655
2025-02-16,123.05659025787965
2025-02-23,118.26217765042979
2025-03-02,107.07521489971346
2025-03-09,102.2808022922636
2025-03-16,108.67335243553008
2025-03-23,103.87893982808022
2025-03-30,108.67335243553008
2025-04-06,103.87893982808022
2025-04-13,107.07521489971346
2025-04-20,110.2714899713467
2025-04-27,110.2714899713467
2025-05-04,99.08452722063036
2025-05-11,105.47707736389684
2025-05-18,105.47707736389684
2025-05-25,108.67335243553008
2025-06-01,111.86962750716332
2025-06-08,102.2808022922636
2025-06-15,119.86031518624641
2025-06-22,124.65472779369627
2025-06-29,119.86031518624641
2025-07-06,121.45845272206303
2025-07-13,123.05659025787965
2025-07-20,129.4491404011461
2025-07-27,127.8510028653295
2025-08-03,116.66404011461317
2025-08-10,108.67335243553008
2025-08-17,123.05659025787965
2025-08-24,115.06590257879655
2025-08-31,111.86962750716332
2025-09-07,115.06590257879655
2025-09-14,118.26217765042979
2025-09-21,111.86962750716332
2025-09-28,92.69197707736389
2025-10-05,116.66404011461317
2025-10-12,108.67335243553008
2025-10-19,86.29942693409741
2025-10-26,105.47707736389684
2025-11-02,107.07521489971346
2025-11-09,113.46776504297993
2025-11-16,113.46776504297993
2025-11-23,111.86962750716332
2025-11-30,108.67335243553008
2025-12-07,110.2714899713467
2025-12-14,115.06590257879655
2025-12-21,115.06590257879655
2025-12-28,110.2714899713467
2026-01-04,115.06590257879655
