,Doctors' Offices
2019-06-02,68.0
2019-06-09,80.0
2019-06-16,86.0
2019-06-23,79.0
2019-06-30,80.0
2019-07-07,76.0
2019-07-14,90.0
2019-07-21,89.0
2019-07-28,75.0
2019-08-04,88.0
2019-08-11,85.0
2019-08-18,80.0
2019-08-25,75.0
2019-09-01,83.0
2019-09-08,82.0
2019-09-15,86.0
2019-09-22,81.0
2019-09-29,92.0
2019-10-06,75.0
2019-10-13,80.0
2019-10-20,90.0
2019-10-27,78.0
2019-11-03,66.0
2019-11-10,81.0
2019-11-17,74.0
2019-11-24,82.0
2019-12-01,80.0
2019-12-08,82.0
2019-12-15,96.0
2019-12-22,100.0
2019-12-29,86.0
2020-01-05,81.03139013452916
2020-01-12,88.82286995515696
2020-01-19,81.03139013452916
2020-01-26,88.82286995515696
2020-02-02,81.03139013452916
2020-02-09,84.14798206278027
2020-02-16,87.2645739910314
2020-02-23,82.58968609865472
2020-03-01,74.79820627802691
2020-03-08,65.44843049327355
2020-03-15,63.890134529147986
2020-03-22,68.56502242152467
2020-03-29,79.4730941704036
2020-04-05,74.79820627802691
2020-04-12,60.77354260089687
2020-04-19,60.77354260089687
2020-04-26,73.23991031390135
2020-05-03,62.33183856502243
2020-05-10,73.23991031390135
2020-05-17,77.91479820627804
2020-05-24,95.0560538116592
2020-05-31,73.23991031390135
2020-06-07,82.58968609865472
2020-06-14,90.38116591928252
2020-06-21,88.82286995515696
2020-06-28,81.03139013452916
2020-07-05,84.14798206278027
2020-07-12,105.96412556053812
2020-07-19,77.91479820627804
2020-07-26,91.93946188340809
2020-08-02,91.93946188340809
2020-08-09,91.93946188340809
2020-08-16,91.93946188340809
2020-08-23,101.28923766816145
2020-08-30,96.61434977578476
2020-09-06,88.82286995515696
2020-09-13,107.52242152466368
2020-09-20,84.14798206278027
2020-09-27,79.4730941704036
2020-10-04,79.4730941704036
2020-10-11,88.82286995515696
2020-10-18,88.82286995515696
2020-10-25,95.0560538116592
2020-11-01,74.79820627802691
2020-11-08,90.38116591928252
2020-11-15,95.0560538116592
2020-11-22,84.14798206278027
2020-11-29,85.70627802690584
2020-12-06,91.93946188340809
2020-12-13,90.38116591928252
2020-12-20,95.0560538116592
2020-12-27,87.2645739910314
2021-01-03,87.2645739910314
2021-01-10,88.82286995515696
2021-01-17,110.63901345291481
2021-01-24,95.0560538116592
2021-01-31,96.61434977578476
2021-02-07,93.49775784753365
2021-02-14,91.93946188340809
2021-02-21,99.73094170403589
2021-02-28,91.93946188340809
2021-03-07,87.2645739910314
2021-03-14,93.49775784753365
2021-03-21,95.0560538116592
2021-03-28,96.61434977578476
2021-04-04,96.61434977578476
2021-04-11,74.79820627802691
2021-04-18,104.40582959641257
2021-04-25,96.61434977578476
2021-05-02,98.17264573991032
2021-05-09,102.84753363228701
2021-05-16,109.08071748878925
2021-05-23,99.73094170403589
2021-05-30,124.66367713004486
2021-06-06,102.84753363228701
2021-06-13,101.28923766816145
2021-06-20,112.19730941704037
2021-06-27,123.1053811659193
2021-07-04,116.87219730941705
2021-07-11,112.19730941704037
2021-07-18,110.63901345291481
2021-07-25,105.96412556053812
2021-08-01,104.40582959641257
2021-08-08,96.61434977578476
2021-08-15,107.52242152466368
2021-08-22,95.0560538116592
2021-08-29,95.0560538116592
2021-09-05,112.19730941704037
2021-09-12,110.63901345291481
2021-09-19,123.1053811659193
2021-09-26,104.40582959641257
2021-10-03,138.6883408071749
2021-10-10,148.03811659192826
2021-10-17,121.54708520179373
2021-10-24,121.54708520179373
2021-10-31,143.3632286995516
2021-11-07,118.43049327354261
2021-11-14,130.8968609865471
2021-11-21,127.78026905829597
2021-11-28,109.08071748878925
2021-12-05,105.96412556053812
2021-12-12,105.96412556053812
2021-12-19,112.19730941704037
2021-12-26,119.98878923766817
2022-01-02,134.01345291479822
2022-01-09,135.57174887892378
2022-01-16,113.75560538116594
2022-01-23,124.66367713004486
2022-01-30,129.33856502242153
2022-02-06,124.66367713004486
2022-02-13,138.6883408071749
2022-02-20,126.22197309417042
2022-02-27,138.6883408071749
2022-03-06,118.43049327354261
2022-03-13,116.87219730941705
2022-03-20,124.66367713004486
2022-03-27,109.08071748878925
2022-04-03,88.82286995515696
2022-04-10,88.82286995515696
2022-04-17,115.3139013452915
2022-04-24,132.45515695067266
2022-05-01,134.01345291479822
2022-05-08,109.08071748878925
2022-05-15,118.43049327354261
2022-05-22,112.19730941704037
2022-05-29,124.66367713004486
2022-06-05,118.43049327354261
2022-06-12,132.45515695067266
2022-06-19,140.24663677130047
2022-06-26,119.98878923766817
2022-07-03,123.1053811659193
2022-07-10,118.43049327354261
2022-07-17,126.22197309417042
2022-07-24,124.66367713004486
2022-07-31,129.33856502242153
2022-08-07,138.6883408071749
2022-08-14,141.80493273542604
2022-08-21,140.24663677130047
2022-08-28,127.78026905829597
2022-09-04,129.33856502242153
2022-09-11,130.8968609865471
2022-09-18,126.22197309417042
2022-09-25,134.01345291479822
2022-10-02,126.22197309417042
2022-10-09,134.01345291479822
2022-10-16,115.3139013452915
2022-10-23,129.33856502242153
2022-10-30,134.01345291479822
2022-11-06,134.01345291479822
2022-11-13,138.6883408071749
2022-11-20,124.66367713004486
2022-11-27,130.8968609865471
2022-12-04,119.98878923766817
2022-12-11,129.33856502242153
2022-12-18,132.45515695067266
2022-12-25,140.24663677130047
2023-01-01,130.8968609865471
2023-01-08,134.01345291479822
2023-01-15,116.87219730941705
2023-01-22,130.8968609865471
2023-01-29,130.8968609865471
2023-02-05,127.78026905829597
2023-02-12,137.13004484304935
2023-02-19,146.4798206278027
2023-02-26,141.80493273542604
2023-03-05,124.66367713004486
2023-03-12,144.92152466367713
2023-03-19,127.78026905829597
2023-03-26,141.80493273542604
2023-04-02,119.98878923766817
2023-04-09,105.96412556053812
2023-04-16,132.45515695067266
2023-04-23,138.6883408071749
2023-04-30,109.08071748878925
2023-05-07,141.80493273542604
2023-05-14,123.1053811659193
2023-05-21,134.01345291479822
2023-05-28,127.78026905829597
2023-06-04,144.92152466367713
2023-06-11,154.2713004484305
2023-06-18,127.78026905829597
2023-06-25,151.15470852017938
2023-07-02,137.13004484304935
2023-07-09,155.82959641255607
2023-07-16,155.82959641255607
2023-07-23,143.3632286995516
2023-07-30,138.6883408071749
2023-08-06,138.6883408071749
2023-08-13,137.13004484304935
2023-08-20,141.80493273542604
2023-08-27,132.45515695067266
2023-09-03,135.57174887892378
2023-09-10,143.3632286995516
2023-09-17,152.71300448430495
2023-09-24,134.01345291479822
2023-10-01,123.1053811659193
2023-10-08,126.22197309417042
2023-10-15,130.8968609865471
2023-10-22,126.22197309417042
2023-10-29,132.45515695067266
2023-11-05,130.8968609865471
2023-11-12,134.01345291479822
2023-11-19,126.22197309417042
2023-11-26,129.33856502242153
2023-12-03,119.98878923766817
2023-12-10,138.6883408071749
2023-12-17,137.13004484304935
2023-12-24,127.78026905829597
2023-12-31,130.8968609865471
2024-01-07,144.13191143350133
2024-01-14,136.64453941098176
2024-01-21,129.15716738846223
2024-01-28,142.26006842787143
2024-02-04,160.9784984841703
2024-02-11,140.38822542224156
2024-02-18,140.38822542224156
2024-02-25,146.00375443913123
2024-03-03,132.900853399722
2024-03-10,136.64453941098176
2024-03-17,146.00375443913123
2024-03-24,162.8503414898002
2024-03-31,138.51638241661166
2024-04-07,106.69505132090357
2024-04-14,147.8755974447611
2024-04-21,144.13191143350133
2024-04-28,160.9784984841703
2024-05-05,147.8755974447611
2024-05-12,166.59402750105997
2024-05-19,127.28532438283234
2024-05-26,151.61928345602087
2024-06-02,140.38822542224156
2024-06-09,151.61928345602087
2024-06-16,151.61928345602087
2024-06-23,149.747440450391
2024-06-30,153.49112646165077
2024-07-07,164.7221844954301
2024-07-14,162.8503414898002
2024-07-21,157.23481247291053
2024-07-28,168.46587050668987
2024-08-04,175.9532425292094
2024-08-11,187.18430056298874
2024-08-18,179.69692854046917
2024-08-25,147.8755974447611
2024-09-01,151.61928345602087
2024-09-08,155.36296946728066
2024-09-15,132.900853399722
2024-09-22,149.747440450391
2024-09-29,147.8755974447611
2024-10-06,144.13191143350133
2024-10-13,142.26006842787143
2024-10-20,159.10665547854043
2024-10-27,185.31245755735884
2024-11-03,168.46587050668987
2024-11-10,153.49112646165077
2024-11-17,164.7221844954301
2024-11-24,153.49112646165077
2024-12-01,147.8755974447611
2024-12-08,157.23481247291053
2024-12-15,168.46587050668987
2024-12-22,162.8503414898002
2024-12-29,160.9784984841703
2025-01-05,168.46587050668987
2025-01-12,157.23481247291053
2025-01-19,172.20955651794964
2025-01-26,183.44061455172897
2025-02-02,155.36296946728066
2025-02-09,151.61928345602087
2025-02-16,164.7221844954301
2025-02-23,147.8755974447611
2025-03-02,157.23481247291053
2025-03-09,164.7221844954301
2025-03-16,172.20955651794964
2025-03-23,155.36296946728066
2025-03-30,142.26006842787143
2025-04-06,146.00375443913123
2025-04-13,142.26006842787143
2025-04-20,177.8250855348393
2025-04-27,183.44061455172897
2025-05-04,162.8503414898002
2025-05-11,149.747440450391
2025-05-18,162.8503414898002
2025-05-25,162.8503414898002
2025-06-01,168.46587050668987
2025-06-08,155.36296946728066
2025-06-15,174.08139952357953
2025-06-22,174.08139952357953
2025-06-29,164.7221844954301
2025-07-06,168.46587050668987
2025-07-13,177.8250855348393
2025-07-20,185.31245755735884
2025-07-27,185.31245755735884
2025-08-03,168.46587050668987
2025-08-10,174.08139952357953
2025-08-17,181.56877154609907
2025-08-24,185.31245755735884
2025-08-31,160.9784984841703
2025-09-07,160.9784984841703
2025-09-14,159.10665547854043
2025-09-21,160.9784984841703
2025-09-28,147.8755974447611
2025-10-05,155.36296946728066
2025-10-12,177.8250855348393
2025-10-19,164.7221844954301
2025-10-26,164.7221844954301
2025-11-02,160.9784984841703
2025-11-09,155.36296946728066
2025-11-16,153.49112646165077
2025-11-23,138.51638241661166
2025-11-30,138.51638241661166
