,Accounting___Auditing,Acting___Theater,Advertising___Marketing,Agricultural_Equipment,Agriculture___Forestry,Agrochemicals,Alcoholic_Beverages,Animal_Products___Services,Apartments___Residential_Rentals,Apparel,Aquaculture,Architecture,Auto_Financing,Autos___Vehicles,Aviation,Boats___Watercraft,Book_Retailers,Building_Materials___Supplies,Business___Industrial,Business_News,Business_Operations,Business_Services,CAD___CAM,Car_Electronics,Car_Rental___Taxi_Services,Carpooling___Ridesharing,Chemicals_Industry,Civil_Engineering,Coatings___Adhesives,College_Financing,Commercial_Lending,Commercial_Vehicles,Computer_Hardware,Computer_Security,Computer_Servers,Computers___Electronics,Construction___Maintenance,Construction_Consulting___Contracting,Consulting,Consumer_Electronics,Corporate_Events,Credit___Lending,Cruises___Charters,Customer_Relationship_Management__CRM_,Data_Management
2018-06-30,0.022622014666560178,-0.04663343876523228,-0.13520903908615814,0.05078250208422826,-0.016078173891226975,0.05184485806514728,0.22308510151582467,0.02886730935391986,-0.002037486109053316,-0.05732211679302864,0.05412920168248913,-0.053865130630070916,0.2119588058231678,-0.01628181160169058,-0.07371018335681602,-0.04047666962492992,0.42949027860050476,-0.08448534177982682,-0.1555801704833565,-0.04919482326841463,-0.09240189111889513,-0.0591077721137672,-0.08086446732062075,-0.03790626584517568,-0.09100451839029568,-0.018545970889965655,-0.09549412400108848,0.012574124096959034,-0.019828029013078254,0.019775144972529104,0.019606049932715173,-0.06096763646447686,-0.11485469444902942,-0.02176698867091104,-0.08431674806790472,-0.08013703600216446,-0.08790667174373133,0.09166391990615745,-0.011139634609025305,-0.07170830831532923,-0.0163381274618797,0.1513921093904042,-0.026546925790770108,-0.190874612868845,-0.10496328673793286
2018-09-30,-0.021865087622601802,-0.1326066355496664,-0.0947809386298236,0.006026616900050971,-0.023225806946629377,-0.13391771581198333,0.16938893941440505,0.027661696397912636,-0.0357542188550949,-0.14947750288673214,0.1346063778837478,-0.014489518590935153,0.12890374375575336,-0.1157604544474009,-0.18469708855186492,-0.056210585521913305,-0.06291767360565058,-0.07654173743596829,-0.17629696437619252,-0.047147833947630655,-0.060446734941157744,-0.06768326434687001,-0.1323543342778469,-0.05677273985128885,-0.04490294937715365,-0.41518060544277563,-0.11868530044579277,-0.06161279247648802,-0.07119905052348215,0.17236715863646207,0.08115058013319455,-0.11169854652733939,-0.19223927406646985,-0.08569970943736051,-0.20001673643652973,-0.17531576069871235,-0.0732827869810804,0.018693236039818175,-0.07431707382034139,-0.1549533223278221,-0.14645594573532886,0.14629603322869755,0.0202275860107431,-0.23017119359379587,-0.17005428679389853
2018-12-31,-0.1657018424358063,-0.18360518173538737,-0.12256645838292221,-0.06771120320364456,-0.1442834690181657,-0.08340674895239694,-0.07785975129527736,-0.0016694249838901708,-0.06063641423174623,-0.21051620736554472,0.013285891791795564,-0.08279300009724988,-0.056823637186752284,-0.18348789110885083,-0.29619619375060063,-0.19905263973184456,-0.002100567962931241,-0.1328836493444528,-0.19409202655058938,0.07382161473721596,-0.1443777200268823,-0.0954372049135846,-0.16052491629710236,-0.13263262638961876,-0.11303839520116014,0.5244772159404149,-0.13174006341681027,-0.090211050092017,-0.09213348927554,-0.09311820086742922,-0.166975409383265,-0.20797679729989113,-0.23152825818292483,-0.18910804269288797,-0.2505407272095912,-0.22044927991836671,-0.1361922322911989,-0.1280329880717148,-0.0508138828210711,-0.208582348794286,-0.039154891291672614,0.06913275961637878,0.019755864872122195,-0.09337870506492993,-0.3343223270378992
2019-03-31,-0.12483729170868063,-0.21369472421766894,-0.05149461319318508,-0.044880266301638584,-0.02658916798356679,-0.1769713156637942,-0.05504182822877843,0.008140820886666815,-0.025139235675871098,-0.1736660109027413,0.07322308459863289,-0.12593618367611434,0.018994583391025034,-0.16574156880520813,-0.05971828894324149,-0.17954641024999793,0.09348003509504912,-0.05721988125024298,-0.13463652208472826,0.10453747759626965,-0.08091451585332214,-0.08598014511905858,-0.22705712756608268,-0.15345534752292697,-0.06078551596735423,0.810513910757697,-0.11029922927080398,-0.025956766948519568,-0.03566508896149438,-0.09879661282479987,-0.05107724566776738,-0.049352600970971085,-0.19683420728730963,-0.18429896861759773,-0.22834779889353918,-0.19156332364269787,-0.056483903496860395,-0.17056693951350738,-0.020001549096353807,-0.17667578228519154,-0.04955269369495296,0.05485052577750235,0.09233001851801201,-0.050128154700795,-0.23136504464876292
2019-06-30,-0.17295963373810402,-0.20882414635203161,-0.01539500078633612,-0.1240657067671962,-0.10310661641839772,-0.14091065258102548,-0.1867659227677984,0.03467289076159283,-0.13140351156192226,-0.11231098767972103,-0.11408902243886788,-0.07757535913296082,-0.16049577315621805,-0.12135193523762414,-0.23200079879335178,-0.1671005899139137,0.008029166090571378,-0.040376006641036015,-0.08685547023062405,0.07705187773743684,-0.03687704742096003,0.0675574381059408,-0.26280854591119307,-0.1572559046456218,-0.10253775445271583,-0.11995783832364385,-0.05236435379287936,-0.24542664930078884,0.07384090108114494,-0.041999801375351274,-0.1114003218225851,-0.1811111643161092,-0.16743940032400045,-0.08729349379131005,-0.23397217096728318,-0.08798732019832471,0.020870006410632448,-0.10443593401322084,-0.03395381775287755,-0.11962981019329642,-0.3747333154970439,0.0781359141547043,-0.10782298065193557,-0.8293753806236202,-0.2749698044769874
2019-09-30,0.07150410383901876,-0.010355313100072889,0.06807739319500755,-0.02436658166834283,0.03314288070129697,-0.02351776046479081,-0.07974849438591924,0.08628555008800246,0.057419392324239614,-0.005903830703415449,-0.12395143642071095,-0.09828100331068725,0.14034348360044407,0.08752752381979195,-0.0702402822987877,0.006483304680829864,0.22595806743693975,0.03523783591668144,0.0015764233882082752,0.059728482801446124,0.0546708887556592,0.034832867277118866,-0.04555230094376709,0.03041492774370324,0.04630558936541376,-0.025224768159501816,0.018842988339904523,-0.020314224354329006,0.09380645027601528,-0.15699651165987832,-0.05017276548407027,0.029588129857155882,-0.027927987332740933,-0.05660323045820837,-0.016621835762545303,-0.003181254355966031,0.07206401999109158,-0.031749727218377134,0.0674653952056034,0.036515663054622734,0.04540407726235463,0.1714464821121022,0.22543181818657826,0.004357374458786538,-0.08966939677868127
2019-12-31,0.21763533599360985,0.10787415499585326,0.20350884462586954,0.1003000276047136,0.12975459429633124,0.0971009631590484,0.04847063311503279,0.1820529380668703,0.12498221836436227,0.08246794563387068,0.17282062016267477,-0.049219800205780755,0.21118350759142,0.1378225840795838,0.15200776180910583,0.052389517755601266,0.2380276535591075,0.09545307722402106,0.11395528746790942,0.03299466643480454,0.13714157158540263,0.15348828143519158,0.08038696310572381,0.0656458996710877,0.1442623485503771,-0.5808239214704445,0.19032275940216986,-0.02979946278640871,0.25596733589029,0.2589040145469832,0.3130112913365857,0.156752726283509,0.05458871168123944,-0.0027049967136370664,0.06410138742875968,0.09122072190504325,0.10677038067551005,0.042669697270059675,0.09222013437673127,0.10861224732731736,0.04378557162904555,0.26646573239005844,0.19994885466960247,0.0481196103231772,0.03792707028191457
2020-03-31,0.1417916542031056,0.07563552179923358,0.3179268417741789,0.12411245739196207,0.20239797522044,0.30543675290235545,0.4760897828829139,0.26384032884825903,0.045288204215766154,0.06303002607645815,0.23368539633601412,0.04733007236103978,0.21990165869458772,0.24536602774783337,0.04098086550228355,0.3734983232921577,0.14950929971198174,0.07267220287698385,0.202688488419359,0.07807795947495728,0.14409397574174848,0.22904001393369247,0.0768277236891706,0.1449453728739491,0.02994463501785557,1.137423667883231,0.26867822768945904,0.06220351989001335,0.1254387291746501,0.10221419920000067,0.10894804934654319,0.14341100043991034,0.12121380665570017,0.10887823667940187,0.07528702761218903,0.14033564463330422,0.08713529057025268,0.11070477707474934,-0.06664081875937523,0.12689785813283752,-0.08028945637226752,0.22806785634820723,0.18363531370686917,0.1088036002068167,0.12512515347661693
2020-06-30,0.0965313222350984,0.07869563693451444,0.36051603918257347,0.5686319535151859,0.4678233957788552,0.2506571845310504,0.7319790909425374,0.43376903845136666,0.06617496062801055,-0.06363783970809828,0.11238650697522273,0.13270965784942218,0.44027688784490976,0.17199304479236657,-0.03297392802243412,0.45136852325815735,0.16940599193168537,0.11836815542923158,0.24175078624485244,0.2353829338832691,0.2165099369801724,0.24292711818071475,0.10668979943447392,0.12426707105093993,-0.26391776195094735,1.2007242883594533,0.28205763894439795,0.0032465664915358313,0.26867870589000964,0.21281816023861605,0.36101308717959857,0.35330377991419526,0.35159154078969546,0.12687693094680041,0.07942632523302022,0.2299104064648937,0.027311202694672004,-0.13503791971290682,-0.12842450119705623,0.20911778726844024,-0.2855741648147804,0.1311926371576373,0.07029157317404758,0.5691956956437424,0.1630703873055821
2020-09-30,-0.033088920620629084,-0.16011506068130185,0.23496263194993944,0.4664288189236546,0.2334143978758079,-0.0002763851384574792,0.27776058660951386,0.2679037453812901,0.13927332050507113,0.10545770520471402,0.018500712389575156,0.09715997272058927,0.28741657580601904,0.23308808643159928,-0.1365591709075062,0.027115145642011527,0.14696131999190326,0.1821466920926393,0.15905799662876524,0.15959344823922475,0.07981079811038407,0.13506187145655218,0.05024790837037538,0.058924894606630855,-0.09522286386726696,-0.1888514736088174,0.3703284157229092,-0.030193077445195317,0.36751816225991235,-0.11880562148581182,0.17808783179866325,0.5397993289075105,0.20498025769958453,0.020975757371589035,0.037626606087404375,0.1384897545467202,0.07063091536998621,0.0952160894712658,-0.08221249216089413,0.1376839679538417,-0.2818926922984908,0.14814961870929097,-0.3187688032927139,0.05729686083070202,-0.06351136764836375
2020-12-31,-0.26904443168590636,-0.14002217738668646,-0.017975497818677997,0.28459396340018706,0.12448355695288926,-0.1359289224087917,0.04566374783022393,0.17427955365626702,-0.20555880198858126,-0.17483635147464913,-0.16880461051522413,-0.021080430000654217,-0.10882919247181357,0.05655836242393714,-0.47480460309019806,0.06193593642252271,0.015975904961270573,-0.0284350331324182,-0.06045398596085249,-0.021664754231465223,-0.1620158648104148,-0.09675639592484651,-0.18067206200383118,-0.1366243990977689,-0.511002678757502,0.25788303441348465,0.045273898700472055,-0.38941764521738076,0.09855843462923658,-0.04803246228009628,-0.2070227552256685,0.380112174655159,0.14549874325240972,0.001029178703003487,-0.2680838910487078,0.006171563620779632,-0.11867287187615351,-0.14003535800982186,-0.3791125662759125,0.05828773383449028,-0.8456357181383033,-0.21208583661549646,-0.5778340769860336,-0.2576357552070458,-0.3626434331486145
2021-03-31,-0.37037493643205066,-0.34788506804118463,-0.3811038083168513,0.03560331147885097,-0.1765180700737375,-0.46898003715399983,-0.6102053542978727,-0.1897494858355406,-0.23000705057341694,-0.25971228884832737,-0.475222172023388,-0.3711156078486508,-0.3312774491970861,-0.1875340994972878,-0.7666235170028568,-0.4104657352062752,-0.06347607063160697,-0.24038401644929314,-0.35464270822211835,-0.34831110481654615,-0.32607919669286234,-0.35445365065660783,-0.3829708184513369,-0.3163206415274376,-0.24991042318370008,-1.6471988681788106,-0.20866844017756345,-0.5435898521168872,-0.11165058521471265,-0.2919411044699634,-0.3314765358723486,0.22609502216074667,-0.11988501662082894,-0.4234683505342102,-0.4533565514994218,-0.2829438254732261,-0.2986271331349592,-0.22333741892842543,-0.3502392309874382,-0.20413687870812033,-0.6496370241896449,-0.3353201078826925,-0.7545387611984153,-0.4645533195526762,-0.5930987209888576
2021-06-30,-0.5537749099450875,-0.6267762706853479,-0.5901619857684528,-0.44585250320694886,-0.5289690857006637,-0.7759320478198914,-0.9076020756415772,-0.5439797233758997,-0.4300314461158913,-0.4830503305914901,-0.598368208824727,-0.6735500882518151,-0.7393088590577405,-0.515693545386085,-0.7478868917167012,-0.6057886234498421,-0.2547609779916723,-0.42777946606368905,-0.5933928755340582,-0.6819867886617874,-0.6681772310542851,-0.5931188210309213,-0.5740596573610858,-0.5701195082997862,-0.33109216628467275,-0.7090489100129452,-0.58230143938885,-0.6368979492924185,-0.5440459503265895,-0.5022462629267566,-0.7273613216334277,-0.3054705407942493,-0.5213780769345784,-0.6798834562697245,-0.665624973313386,-0.6094582610294764,-0.4883364569155107,-0.1316867900370432,-0.4474433697250244,-0.542968604203159,-0.4491934054571235,-0.5169856062273429,-0.5898372944342604,-0.14033175372686962,-0.8342549438600755
2021-09-30,-1.006887787542636,-0.8740539382553195,-0.8752384158250825,-0.792170161514749,-0.7900778512435683,-0.888206314777755,-1.0878896570723149,-0.7542617489962157,-0.9945225909685564,-1.064746705723733,-0.9978162111336779,-0.9808988442069185,-1.331672194431893,-1.002345865702553,-0.9946450276218441,-0.7182224027070615,-0.671668943338429,-0.8563843422642942,-0.9247684316645532,-0.9142363609441158,-0.9556680956571006,-0.8486170316571051,-1.071511071385981,-1.0169933940021696,-0.9829482739256364,-0.7122726053403052,-0.9891688593209457,-1.1234570660888255,-0.9117382985113378,-0.7329279189330957,-0.9972551583746934,-0.7990970010055167,-0.7652740174199555,-0.9067099138815361,-1.0859772638155867,-0.8809800475657121,-0.9212501846166805,-0.7251570144262574,-0.9717911388820114,-0.8198110336368404,-1.2855111618582613,-1.1969100783165947,-0.986215012545551,-0.9224119998761876,-1.1016292201508668
2021-12-31,-1.1176018288587457,-1.359315011180597,-1.0801907546719,-1.2142575864077563,-1.116765800038685,-1.0928575006201409,-1.312683053859464,-1.2122294075111542,-0.9605181311347993,-1.1136606760412748,-1.315738508118282,-1.379494797665018,-1.328187149339073,-1.2303076820753582,-1.061153644383105,-1.2504071595600317,-1.116297985016202,-0.9542193772332482,-1.1842476723959285,-1.1681913807478965,-1.1279100751115676,-1.1533594739921467,-1.3118678166791886,-1.2393897664486924,-0.5024986585262278,-1.293161261916749,-1.2290322798325264,-1.1481745246365327,-1.1429071198473069,-1.2502981952190841,-1.116301130496497,-1.1506464871672721,-1.23954103720885,-1.3258986533039123,-1.1812015421085262,-1.2027247255612643,-1.0377158842193501,-1.0566384609080497,-0.9181660896551894,-1.1758292774520596,-0.9346961280867258,-1.2107496913874345,-0.9593414334227199,-1.07066099775433,-1.2150301268473844
2022-03-31,-1.0265624177786672,-1.1149304008558072,-1.1246041356968735,-1.294131242389626,-1.0734731868591147,-1.179658232827672,-1.176491717112098,-1.2748934330225323,-1.0172786628234778,-1.164927676343883,-1.2132812207200334,-1.2150197945843018,-1.389233390153117,-1.2963270004613365,-0.7905815449466547,-1.2734018126081925,-1.0926852086728758,-1.0279733761344674,-1.0271029092454491,-1.015862314127203,-1.015201246364613,-0.996782839707847,-1.025850437229384,-1.1707024410541764,-1.1501691170290993,0.11357905593864151,-1.1883981888199502,-0.8753521961425194,-1.2079642042045553,-0.7190680074466942,-1.1505195510350734,-1.1612817412920373,-1.0579800979052738,-1.1885559860694186,-0.967718205846125,-1.042209412709008,-1.1173821800036303,-1.1586314397061894,-0.9351891202505368,-1.093785729272326,-0.8246109749336442,-1.1102351197878353,-1.0914139907758638,-0.978189872376393,-0.8275738913262217
2022-06-30,-1.0527664090131839,-1.1340698313120343,-1.1395754344381586,-1.4176920695350879,-1.2017495356885741,-1.2638621568226174,-1.3663001738979448,-1.4607099804545944,-1.120149969506575,-1.1340702062252583,-1.2178108927129314,-1.3124203351526673,-1.4881481718574643,-1.2270612585347171,-0.9287084270516501,-1.4270615290021433,-1.1586199298043376,-1.227850161373804,-1.0651655354410048,-0.966248171172229,-1.0399955458898031,-1.0498258988539617,-1.0997781542810308,-1.1895186243678249,-1.0945745895388241,-0.13810571814985448,-1.2670864644472628,-1.0718861028582976,-1.3222019672002907,-0.8152617859912135,-1.2012465882887076,-1.4403019281139608,-1.2058131030656083,-1.2826792166173961,-0.9876965329858934,-1.1326789266755528,-1.2915607162207356,-1.4210756574440455,-0.9099905235717467,-1.1845129728801544,-1.1549115849968372,-1.1967292154193134,-1.3403552746061098,-1.2088596819007307,-0.8843947406271513
2022-09-30,-0.8846641562690943,-1.0936520942660573,-1.025803405412094,-1.325369073019176,-1.006200051972078,-1.045705396037052,-1.011390247542584,-1.3217338821007791,-1.031784750700042,-1.0063625507842082,-0.735728254437994,-1.1615739102777756,-1.286453843951006,-1.0136667350151574,-0.5758977362581643,-1.1294420047119667,-1.0844725286465733,-1.1914895114503377,-0.8974625911506359,-0.8762021838167061,-0.9197714587447834,-0.8830000535636697,-0.8822381067492587,-1.0522075521813674,-1.1138760954677887,0.018357324420437856,-1.1666742209021896,-0.9463688259423123,-1.2857003240304588,-0.7093899929198706,-1.1493628622261736,-1.4302601357754696,-1.0451441536409773,-1.107685956060091,-0.8371749890453503,-0.9776228031427294,-1.1884093221198813,-1.3596152194443436,-0.791864851586423,-1.1148245941334933,-0.7797963031520525,-1.0076082975539582,-1.061695934888952,-0.983777415489575,-0.7638107917583632
2022-12-31,-0.5826719040811882,-0.8524867958722104,-0.7927358904690517,-0.9212785556270959,-0.6937218890560644,-0.7541798907606447,-0.7090685620212445,-1.032227553708881,-0.8735855667674102,-0.8272542248643991,-0.12666696722219745,-0.8172847261751973,-1.0064455077433496,-0.9032595596393865,-0.5167942232590795,-0.807289084244686,-0.7235081988744171,-1.076825302985197,-0.7080310301061589,-0.7168272124875829,-0.6390426357878939,-0.6641644959213427,-0.5280151078847639,-0.781473642961231,-1.2512589161710133,-0.6681857462837117,-0.7537623909339799,-0.6508303707304312,-0.8916483941623916,-0.5776888643773801,-1.0014885639203361,-1.1333978222075798,-0.6448797793785015,-0.8220203776848917,-0.5376388337440845,-0.7008767804643884,-1.0321464498133168,-0.9620554515052254,-0.6988353967326729,-0.8087168666746627,-0.6373719449937598,-0.7559596807518273,-0.8238352829567804,-0.6004076193231002,-0.40458753349524035
