,PC1,PC2,PC3,PC4,PC5,PC6,PC7,GDP_Growth
2015-12-27,-15.978560726640648,-2.862328684464881,-1.135520552025735,-1.5728310533481216,-0.2575622352271529,0.8519543332470574,-0.0393145434158048,
2016-01-03,-12.44099327187911,-2.1059374060985747,-0.1206277340720845,-1.5759105199790735,2.3019615709121624,1.5638812404101887,0.0413224369510546,
2016-01-10,-14.549635548905648,-1.6274420101059517,-0.6178196869901128,0.0743281131837337,1.3173020293661182,1.957564996327758,-0.8028400849939379,
2016-01-17,-15.102033336061336,-1.7680788794884614,-1.3193234381867498,0.3556245556278844,0.1046773011761758,-0.2880430352049489,0.3025938163770481,
2016-01-24,-15.070801791909131,-1.6891836317940592,-1.0953201142831026,1.02971709645813,0.0522398441227486,-0.0161631162631146,-0.1876307952947395,
2016-01-31,-14.70995057646122,-1.1544233350601725,-2.167539661825361,0.978273610085828,1.06721299279508,2.017382712784291,-0.6472810030521201,
2016-02-07,-14.761141801209105,-1.713836781343187,-1.5550793157080145,0.6468392024005357,0.3448270599958725,0.5019619643368477,-0.921221988948922,
2016-02-14,-15.250937905613585,0.2298907716450873,-0.9498230103562892,-0.0543731305382148,0.0805457559998248,0.1345789111049216,0.5500057858135609,
2016-02-21,-15.218436523587975,-1.1104425712475332,-2.0715448807825942,-0.1535599159577022,1.1030280397667973,1.2624331267709616,0.1390341604474572,
2016-02-28,-14.192902136840363,-1.2038617163015617,-1.1742961985496057,-0.4718646113706398,0.350815770019997,0.2910917205872692,0.9582319818296996,
2016-03-06,-14.778122503317467,-1.4186020684000114,-1.3431883433359395,0.8932829705666285,-0.4199504801246713,-0.0707597167508285,1.0187866432433947,
2016-03-13,-15.428034346159338,-1.404902880020951,-1.3295317765761667,0.1726551574706812,0.8760635626280816,1.473508328684267,0.3585831447787703,
2016-03-20,-15.197634201928013,-1.6719804819330573,-1.4923053381508864,0.8037243554733954,-0.3198267842441526,-0.2157736342575044,0.7641573606781262,
2016-03-27,-14.034910351303118,-1.1156173447975632,-1.08283318831175,1.192114940718744,-0.4765135183945753,0.3592285307472487,0.2279230791936496,6.7
2016-04-03,-13.803611880887038,-1.629042827512487,-0.9492981066765374,1.1476544958792088,1.2651303538197356,0.5528224042842194,-0.3882504406286985,
2016-04-10,-14.42621407902984,-2.199311008114044,-1.184643577318967,1.0722454569484396,0.5057018528460183,0.8652056014790768,0.2579222979875705,
2016-04-17,-14.85664379945697,-0.9451717331133942,-0.8122915555731518,1.466427712016823,-0.0063413985784332,0.755366394400551,-0.1143379963965217,
