,PC1,PC2,PC3,PC4,PC5,PC6,PC7
2016-05-15,-16.119387837143073,-1.5624010562481967,-1.355554633223938,0.20442494813692455,-0.20247648974824542,0.26982775235117895,-0.5540063643424039
2016-05-22,-15.095181812943665,-0.3568109821202586,-3.004544376972681,-0.5163391562374428,1.5701062602278077,0.47668325743106965,-0.6763956892868899
2016-05-29,-12.717006668038776,-1.8684080444324997,-0.9606619257540123,-0.7432023928336134,0.6622114697919095,0.05895865529226879,0.10774259736022294
2016-06-05,-13.382126633801764,-0.9085067638553564,-1.5674358538786575,-0.09394468359346317,0.6801989189347919,1.2367011240514711,-1.5033827376216928
2016-06-12,-13.238091727551401,-1.48366289040243,-1.3532820077091492,0.025590610034164636,-0.10411549454575184,0.4939628632508685,0.4285104617601304
2016-06-19,-13.36097647543924,-1.583364152588094,-1.610984444562184,0.09152576776503424,0.5228689764525504,1.397639025360171,0.30470706977950873
2016-06-26,-12.642301907718974,-1.2001107548884327,-1.2205213069887737,0.11590501977046497,0.5159453719902205,0.08211130256053802,0.39603421159524826
2016-07-03,-13.526169733755303,-0.582426657585599,-1.317469081427086,0.3847333056297384,0.04982776399873999,-1.0065208022317627,0.5450354707274785
2016-07-10,-12.767711316199655,-2.127040901018031,-1.370446480350359,-0.125163911813924,-0.2575291008241256,0.8954950317263074,1.3362044616013984
2016-07-17,-13.183662680491297,-0.8957526442804321,-0.9836384687876841,-0.05039268417978979,1.0719414265459974,-1.0492145250345084,2.0047782992999936
2016-07-24,-11.734203403456007,-0.9438895668459056,-1.472721235318824,0.7284071208155102,0.9187824073228764,-0.9844136823741098,1.3198658090392377
2016-07-31,-11.719596902772494,-0.8936342696436786,-0.5554755414731438,1.285475483240663,1.0139522525992564,0.026176995826487522,0.5742682441127228
2016-08-07,-11.170104683974353,-1.4246704448284635,-0.5036717383400735,0.0004184301192244346,1.158733679955251,1.8270265753896682,1.7282408718477702
2016-08-14,-10.23932868043139,-1.0743202807098031,0.3955084342466404,1.4030945191154534,0.3803805780650043,0.1950322940100224,0.6471697516328239
2016-08-21,-10.869137477276901,-2.3256563671164185,-1.0904135354255866,1.4134583686366122,0.8630550100500374,0.18573767312390044,0.7584736067456721
2016-08-28,-11.264876402990984,-0.6346575144368257,-0.5601472707893226,2.4477025571710684,0.7414980673823977,-1.0323046720268065,0.3474313097001649
2016-09-04,-10.888795327398938,-1.534091330383496,-1.1703819903026709,1.068493395790354,0.43742754761125185,-1.10740863224982,0.6500681515942706
2016-09-11,-11.19716984428004,-1.2438170747980721,-1.3802028397113801,0.2722116655581372,0.42886932549934687,-0.3501074524145591,2.560377767725958
2016-09-18,-9.310740414450466,-1.7004298897576304,-0.8046682801429913,0.0338370322498857,2.208655126008808,0.8792054911922117,1.1975728308085964
2016-09-25,-9.189373503938059,-2.610971525123251,-0.5132562579564436,0.59082187049696,1.5139438353723038,0.11536783571932847,1.3150760694373826
2016-10-02,-9.638570665001598,-1.4672112298838609,-1.0720650995409025,-0.24866225056435937,1.3889152259328257,2.5184260842394828,0.7895157926075881
2016-10-09,-8.976596204019883,-1.7387586822509802,-1.0822141563258456,0.5493591789409137,1.1401957315047742,0.3752049848835708,0.9590028803305956
2016-10-16,-8.012725838254022,-0.8794344198094274,-1.404114675082381,-0.21834203738723834,1.4673258801976277,-1.3553404471600188,0.2535780544996187
2016-10-23,-8.032497330104135,-0.024492223749573452,-1.137522128604695,-0.5941391173590269,1.7854828422636444,0.30298748878500753,2.614177681276245
2016-10-30,-8.034542371433371,-0.6128533439064429,-1.3551904523467782,0.07718066721353975,1.4238532954330347,0.4377651632853821,0.6979032336647252
2016-11-06,-7.841291461359844,-1.0777541537172304,-0.6068623575807914,0.724495543705598,0.05950265868179787,-0.9095197661685059,1.1232398498134955
2016-11-13,-8.079330639014781,-1.0319273001445453,-0.6794372615801708,0.20948512883451728,0.6794462883224544,-0.4541340839656873,0.5489120166926701
2016-11-20,-7.277090528327765,-1.0932202901765098,-0.256434864212633,0.7173134664570674,0.029498169179483662,-0.4242946347786273,1.302404029951509
2016-11-27,-7.409092647981373,-0.7880751546414815,-0.7078436368841129,0.8161260890320192,0.4663896612062493,0.025577977877884447,0.5822953850505627
2016-12-04,-6.9331174442430346,-1.2618176798402467,-0.6242295091556165,0.26411407686505095,1.1305095916016374,0.04046894304900816,0.79357937836941
2016-12-11,-7.992878838018339,-0.4073207837361174,-1.1255299813832305,-0.23555172493232715,1.0991838985475286,0.5733323242431748,0.6901951393910295
2016-12-18,-4.860711991694068,-0.2714471369674479,-0.37531269215417085,0.05112381993456214,1.3017449166560744,1.1396353042499172,1.1317545044767614
2016-12-25,-6.5473808939778815,-0.6343890943972385,-0.771530999313737,1.9302431510505251,0.31770049205048284,-0.4227328381557805,-0.3543047208472334
2017-01-01,-5.883209007105429,-0.8108489987547125,-0.5599196698763992,-0.11868521702075666,1.0498756643044207,0.44531516632958723,0.5504659853237581
2017-01-08,-5.490212547445121,-0.9007046640423616,-0.2309794317649034,-2.1169362209518026,1.113610774978752,-1.6982493260371831,1.9549499149361838
2017-01-15,-5.118540139974505,-0.497372129770494,-0.5466888614893904,-0.6339449370383787,1.0512368277581745,0.3975898565869943,0.13919885110884542
2017-01-22,-4.55750350057839,-0.4714719892501168,-0.28031274286633695,-0.5723534736069407,0.8365662854301663,0.2959719564317028,0.08143279956984828
2017-01-29,-4.351786823716938,-0.9694710510285017,0.9268825507661822,-0.2333983401346585,-0.3126247062368459,-1.435939549799922,0.4919173293719754
2017-02-05,-5.851442330572352,-0.3073165393191303,0.12004401195380116,-0.4597599397210563,0.3745023207900698,0.6479221817015568,0.5463384768039473
2017-02-12,-3.997306197603778,-1.2080754060811385,-0.06770003069029767,0.22892674294325147,0.71454424822382,0.4046144593146606,0.24357227150791752
2017-02-19,-2.8258197315267792,-0.8436228927227633,0.6040217245936753,0.11090775040178286,0.3936681485193267,-0.5630518653305971,0.013088588256788275
2017-02-26,-2.8903725293576144,-0.296667659193307,-0.34292613526551896,-0.36764648846371933,0.8861037797191132,0.8975567981831426,0.09030362455780405
2017-03-05,-2.8548174217714757,0.19241617976166342,0.02588048267856953,-1.519285858362059,1.4727178377453083,-0.20876022530252542,0.9814398639641243
2017-03-12,-1.8329024049298337,-0.5202728488116651,0.15854370162984643,-0.31300718406820627,-0.4841304825651047,0.0015974541033683203,0.848216238056135
2017-03-19,-1.293002289518778,-0.11732851946289262,0.1491758446145255,-0.5621739166246781,0.444738846055862,-0.5292117864463804,0.07076778498380595
2017-03-26,-0.9447947887520523,-0.3586210271800846,-0.1254595865754348,-0.2976177453025466,0.21614940500157265,-1.2868974821144534,-0.7407294524207867
2017-04-02,-1.1161254319487013,-0.19606399093855106,-0.13086221608688273,0.1963761556477404,0.04388514635922704,-0.4039587119193508,-0.0900328146607999
2017-04-09,0.0008945377656083659,-0.1321732348613895,-0.368453031476149,-1.3429448426017678,0.5076464306631355,-1.4090971979641755,-0.7757844930398862
2017-04-16,0.6305343948442569,-0.032758965887841336,0.29308911455078523,0.0781825255961793,0.2920056599023378,-0.9478129195723964,-0.0497663990302966
2017-04-23,0.05220608953734761,-1.1441965959717681,-0.08820632889205214,0.8568073267771819,0.8544733681477429,0.5124196177124417,-0.32196571802424995
2017-04-30,-0.30620236607718065,-0.1675016341344127,0.6756185600719441,-0.5385553030132508,0.498699639247922,-0.721057814294537,0.21249504600163913
2017-05-07,-1.1636549248173855,0.5213382648712981,0.7515703825217465,-0.6623061725348889,0.002845127868629305,-0.1785911606411852,0.07165579267496468
2017-05-14,2.294211209270636,-0.039340891674608205,0.6004084153310192,0.04532197362755919,0.3943525880945588,-0.5372323949704776,0.16778427738486848
2017-05-21,1.8669010455942627,-0.73241271009449,2.016446658685627,0.3680464063490964,-0.646528407372236,-0.2105117849928668,0.13179222643622232
2017-05-28,0.19873667867520528,-0.10766354479926554,-0.02187075192635402,0.31892051446044845,-0.12307525626973513,-1.0330010775393084,0.5910753968349
2017-06-04,0.35879948300117864,-0.11071387496317807,0.34623612233281853,1.2681023981935398,-0.246368179904576,-1.4852912269429657,-0.4585505234775152
2017-06-11,1.543391629769077,0.4329355956606599,0.015560060003556584,0.014293867690209534,0.7486497732850743,0.08939098796388796,-0.03151787872567127
2017-06-18,1.69079663917412,1.897176701696306,1.2666946012008908,-0.6171264264476497,-0.6335768639249345,-1.2031660860678723,0.3464994839988148
2017-06-25,1.262245688379859,0.16293027379265707,0.26605637166518925,0.03106695508054778,0.07333831188213544,-0.37723679784828607,0.38888822576565407
2017-07-02,2.598862972292191,-0.7382210074911402,0.41426313907971873,0.16720189673142918,-0.1328994352172983,-1.4031628106480152,-0.7045707566831859
2017-07-09,3.3123514510777197,0.061596205252573796,0.9671176061026872,-0.1085021884933158,-0.4039455046775827,-1.6870213430888379,-0.6140550796195362
2017-07-16,3.971842940196043,-0.3358955399956684,0.12523057247127067,-0.4454601649657305,0.3184106318561991,0.36341079625321865,-0.4937727927123749
2017-07-23,3.5336826022708703,0.21703002838152394,0.8914837714380469,-0.6456368236726348,0.148935481188277,0.7254295650198159,-1.055826818085883
2017-07-30,3.507340738388955,0.1349655360968475,0.4743391658131737,-0.4566446168384632,-0.10783636939667676,-0.009209826427248088,-0.6009100050787235
2017-08-06,3.2097517222773724,0.12262899991624272,0.007597305045376037,-0.7543451974111455,0.2859267986111158,-0.4602440050699335,-1.0354270880454435
2017-08-13,5.252219146783431,0.16237985262118768,-0.013691518668625864,-2.697456195217649,0.9299510508100621,0.7464028173552639,-0.8879303343404673
2017-08-20,4.445285657660311,0.626455415579747,0.5659097654578215,-1.3334728455734148,0.2223551216207635,0.22586005017900374,-0.7002145213945109
2017-08-27,4.233526664904714,-0.028916716476942193,0.4378490430252754,-2.2392737831418517,-0.5036357389001785,0.4839469587594832,-0.41208544845537254
2017-09-03,4.690565569927742,-0.14673402627090085,0.6427913835284689,-0.7616347322987115,0.3856284889195458,0.3345416586774792,-0.6589768641579391
2017-09-10,6.265223117209693,0.44427170184143794,1.8474286112697869,-0.5366762858267448,0.02717371968657372,0.020058213429384374,-1.8323602485511856
2017-09-17,5.602293878112576,0.9182871030282307,0.6031529262784712,-1.0020964510340955,-0.33408873539201195,-1.0067982844648988,-0.8243364443341793
2017-09-24,5.783541237246614,0.7436609615495959,0.7333619936486786,-0.3035366333296447,-0.4412470313566254,-0.9134641747181789,-1.0107689580347965
2017-10-01,5.065566874601375,1.081635819914474,1.0934561207932745,-0.09828455554581403,-1.2004231509407581,-3.7642003024629975,0.8954305174401841
2017-10-08,6.369862678132375,1.0869570630590442,1.2552900972756997,-0.7307326118006242,-0.6239590541117855,0.2764705809619586,-1.3095870438679478
2017-10-15,6.273675956216666,0.5600302176228525,0.9965523054656001,-0.9868715269252322,-0.5214876714936958,-0.737981546558294,-0.9225297681438118
2017-10-22,6.596420262706942,-0.12900479734583542,0.9559026911363792,0.11035334094291575,-0.7471023517918416,0.06993047785563102,-2.280003847356817
2017-10-29,6.015736345144162,0.3459125649096608,1.331900607821468,0.14634176706975552,-1.2124348480881793,-0.9772022860288101,-0.7174608598015572
2017-11-05,7.0653841272923135,0.7686651271436269,0.4724720490783,-1.1204689000431811,0.14842213862141537,0.8026038704679138,-0.7223037358291634
2017-11-12,7.832284657185241,1.0090157094382872,0.9832308436051751,-0.32984377626937417,-0.4332416853348513,0.7273857539244125,-0.5611004454863168
2017-11-19,7.3000650039261075,0.6506989698572362,0.5127043601575406,-0.2858128795682919,0.16596249776313,0.20706489007309603,-1.418187555380266
2017-11-26,6.717694729785804,1.1643511551543917,0.33805091994947833,0.615473236761223,0.46472259778079794,-0.23133439035535416,-0.9186346466673084
2017-12-03,7.459888340692777,1.1270339173424737,1.075108144567545,-0.0882163756774659,-1.1731624567697747,-0.9916336578415189,-1.4545280841779669
2017-12-10,8.256269127863641,0.45867025092110586,1.266129664657077,0.5318205323675902,-1.004663724200083,-1.140861502295116,-0.6713956732779826
2017-12-17,7.794753770983812,0.579062408774946,0.8396720474822476,-0.6316911777853574,-0.5310273973182844,0.7912193554768983,-0.9371027849636915
2017-12-24,8.078627144430577,0.5569807928591657,0.8009851222707776,-2.509454250293197,0.35262602845766033,0.5927679916074581,0.1515966305739486
2017-12-31,7.213271639061125,0.7537205315873646,0.5201224938192738,-0.7845725692019571,-0.3404441652315585,-1.443568139587384,-1.7667762096194382
2018-01-07,8.848358447917128,0.6026858609106194,1.0177769461246773,0.981792390165044,-0.8646230332393291,1.1630532984194257,-2.0513211216073035
2018-01-14,7.803793277819257,0.44784432301603827,1.242444646019894,-0.04938033247484788,-0.659423841940034,-0.23929005928952612,-0.5707438975811123
2018-01-21,7.717288897040815,0.39214345068335554,0.6994326651988513,-0.13911515155362975,-0.19682213830614032,-0.3416458810086891,-0.35182323404307786
2018-01-28,7.978227790090854,0.5763369304059907,0.5536795820836585,-0.5828247829693282,0.4493775620196976,0.6992509454697458,-0.223488089417852
2018-02-04,8.346749626074905,0.6489778527597851,0.3799313986783656,0.6347375251848428,-0.769652859454499,-1.3851676479255695,-0.4638110001022633
2018-02-11,7.6823527103431815,0.7991538764641316,0.44359054239779,0.8750406487605978,-1.0377392692248355,-1.206435608137812,-0.4158363775965888
2018-02-18,7.606884697479377,1.4703522403005531,0.6863047501035394,0.7290031711055368,0.06359491000355041,-0.6799268643900082,-0.15173994612843753
2018-02-25,6.99383441356328,0.54057794503219,1.1580535318874678,-0.14573733495580396,-0.17242523498755036,0.9088487498899583,-0.5019466254448582
2018-03-04,6.888436731215163,0.02993361373379263,0.12343839783404968,1.436416940661661,-1.169970739187642,0.8224935868960261,-1.34849105247644
2018-03-11,6.938665529911773,1.3696657126159506,0.9023337164055498,0.4802338882511684,1.163042862140842,0.8929899341004355,-1.1762018785265036
2018-03-18,7.226272064412317,0.5130999925896703,1.299720590280129,-0.07274435719099473,0.0727924075512849,0.8232380449166958,-0.5087939403795878
2018-03-25,7.097992482662909,0.6200997422639568,0.6765786248680262,0.32034888820769514,-0.38242097477221343,-0.1518666363689786,-0.024250940536145415
2018-04-01,7.176492061526948,0.5798225853787113,0.3430068706175992,-0.021504890538249787,-0.015525913595716749,-0.011733457331941446,-0.11229280878557295
2018-04-08,8.670938769728878,0.8094723438063749,1.4169351716034413,-0.7174090228964444,0.5213826602356868,1.076534297559892,0.2011701046600496
2018-04-15,5.090319745873354,0.20824030612518263,0.6835066499166085,-0.21262012206159564,-0.3253681779179043,0.020591525106072036,-0.5378680222153683
2018-04-22,6.3672214113926735,0.12847372382488595,1.078482016055015,-0.7857339999086559,-0.4812410085229611,-0.2871805067028768,-0.6088410525400079
2018-04-29,6.290809420258109,0.06943823233231469,0.8706435094566101,-0.5563980601920933,0.22119373276500895,0.938729663169984,-0.6282036921747667
2018-05-06,8.67171251467322,0.5555158631496677,0.7463966557717389,-0.10719653309669608,0.08287937502443424,-0.4727023943739199,-0.7314037271810128
2018-05-13,7.266447473457779,0.3804182526952368,0.6971970296817452,-0.00532772264588869,0.08508337655899323,-0.3378191070844695,-0.6167634119770954
2018-05-20,6.9795299486248865,0.05594531295283583,0.5111548905280716,0.37916799239173943,-0.16868150966247566,-1.3256909059792539,-0.3990975387562971
2018-05-27,6.717529835156064,0.2737274644220481,0.4754377946364982,-0.4586497699197233,0.901956256048275,0.67080551754252,-0.4502918177441613
2018-06-03,7.539128159674952,0.2519613424905467,0.6375978383488627,-1.7865378246658141,0.8927532949765798,0.7976255649508329,0.10218182637198404
2018-06-10,6.673559150575831,0.26087706493771085,0.533595612733248,-0.6284578919614884,0.14544045776522158,0.0857332751935292,-0.12767105339074764
2018-06-17,6.3362107022362535,-1.005493583338506,-0.06195111556745424,-0.1018226147871342,0.7640846014445294,0.3067649169400681,-1.1541432468654627
2018-06-24,5.974689928957987,2.12082908056201,1.048683012308125,-1.5001428681588265,-0.3095871997658417,0.8197977577615554,-1.1686411888961548
2018-07-01,6.016423482386284,0.9168446201431953,1.1248166937820128,-0.9280214485768903,0.11300759223923325,1.5432931070010807,-0.3311550077456603
2018-07-08,5.924171757158701,0.5279643361100822,0.6290604959136793,-0.7876255514687961,0.10054714155009312,0.650290367940632,-0.4179625697777617
2018-07-15,5.932303818719938,1.151972056153121,1.0504267257454727,-0.693386559975459,-0.4125713680828722,0.08251197872264786,-0.42722171506721157
2018-07-22,5.776192060796917,0.17627613695800662,0.6743887315085785,-0.02692612038444057,-0.6684790982272263,-1.1465854173713061,-0.1402199522533161
2018-07-29,6.044329120008028,0.36126234823390746,0.5698445516922989,-0.4594075573090155,-0.0912378509668807,0.05876139679205916,-0.15986024053147177
2018-08-05,6.32450420354161,0.9779853929346168,0.7427540805918356,-0.1066457471438275,-0.5731298480952486,-0.46959282325925816,-0.7311841435306269
2018-08-12,5.351507976861437,0.26067346011832004,0.9857426585584349,-0.4894139599739444,-0.19822396372370643,0.9469383681963612,-0.3121547358136022
2018-08-19,5.161517833327178,0.027462492623673323,0.7437900883498253,-0.12907557661407804,0.34923798030823017,1.2141881541059913,-0.37547420560289224
2018-08-26,5.954830648233269,0.18277812638228932,0.5595166397310849,-0.5031498132836543,0.37439728921953147,1.3139079157089415,-0.5374340202482473
2018-09-02,5.656906592828665,0.3660019564708522,0.37624934144384553,0.1082661019088211,0.10886917511026685,0.021312496437105484,-0.25764409538031424
2018-09-09,5.082915935221317,-0.14059326398274397,-0.009068088875897998,-0.2965085160252167,0.22341818950435235,-0.09594977718139346,-0.43260372934270785
2018-09-16,4.695466678750903,0.3022452949105191,0.6905851296210581,-0.2938171180695689,-0.007904433631326807,0.6344258620781321,-0.4775126266349774
2018-09-23,3.7440418958053217,-0.22868237468608302,0.5642923943820541,-0.41693492812194943,-0.09401652349897362,0.05545573677300667,-0.2681719712626177
2018-09-30,5.360001481777046,1.2613960522786272,0.47468084671712596,-0.9498617639847491,0.19314541223858206,1.476745023575628,-2.407430296543233
2018-10-07,4.798382746744444,0.6386867974612761,0.4683342838208495,0.21057923541101262,0.5833659725032418,-0.8727866511213508,0.0690053048263921
2018-10-14,4.6469791289183995,0.47674191723879145,0.5061306361176252,-0.6987654879318592,0.8718200539869471,0.1636437656181855,1.0877788726607986
2018-10-21,4.039739992510349,0.19104945313035226,0.47370446077065265,0.05308537940803333,-0.16911443864221004,0.9613360519833065,-0.30482206544580065
2018-10-28,4.737316590569856,0.8167807221947012,0.1823934064211204,-0.22747676881583032,-0.29533356144252787,0.5465520386607721,-0.17958333606992316
2018-11-04,3.4519738127525508,0.018619769708112535,0.42628515339799417,0.20800270587217026,-0.42810100210864416,-0.19207159384830969,-0.26573692211367267
2018-11-11,2.8668190101941136,0.2165775647270951,0.08779135896505025,0.5400753429378625,-0.6493862750100892,-1.0870369202639334,-0.43805886743580824
2018-11-18,2.954229311906015,0.14367689712684809,-0.010066821532327908,0.20760794303583213,-0.41280231098609227,0.02501500755026,-0.23292272718342658
2018-11-25,4.741229884696154,-0.7597901416738412,1.261470242908008,-0.8488111853568803,-1.3828533964573257,0.128810502853039,0.007523082141013679
2018-12-02,4.372593137987265,0.7517261273441369,0.600563388227007,0.04046714287912038,1.2025520350145973,1.5332240086938798,0.32146841003322807
2018-12-09,4.718097882004752,0.2572080679961746,0.2871249142702071,-0.7638534231457399,0.49561321452244195,1.741497596424339,-0.2502123688361528
2018-12-16,4.082059097040176,-0.15112579528160858,0.7966652270700249,0.538821166742035,-0.043118992983157474,0.03507147359434799,-0.19174101758899445
2018-12-23,3.8549595148342957,-0.07197689199459686,0.7706042223832761,0.21813651527761502,-0.014704679121534553,-1.4954036343758625,1.078796910325825
2018-12-30,4.096964810466835,-0.18126706270504667,0.8110612423583295,0.045478153916604265,-1.1297786724471042,1.0021448480002038,0.6150582545899825
2019-01-06,3.9497313164000984,0.015569841738311647,0.7211613384325946,-0.11545266273591138,0.4244803844646969,0.758595629161277,-0.13969974339092592
2019-01-13,3.5657779159996683,-0.07477998748226308,0.9419517046491157,0.08914490345872882,-0.1380263508533476,0.23814496830373685,-0.1383146447151067
2019-01-20,4.201543773170979,0.6131853516130304,1.048868889788687,-0.5495797038235228,0.5238160615252176,0.428118087632164,0.9559645597678235
2019-01-27,4.4786985574943525,0.42530139920559906,0.7456423527670943,-0.3476552425054505,0.09180340760371178,1.0307443614577165,-0.284904953723375
2019-02-03,3.939063145478396,0.47344263853479474,0.8450616338547398,-1.363088844050627,1.1210570662272283,1.5151764336442715,1.2128938597430243
2019-02-10,4.529798469906702,-0.41128199847303315,1.162890424579955,-0.8024552170392849,0.5917514908349581,1.258841374748898,-0.513937422153412
2019-02-17,4.209439964534498,-0.5152218732972373,0.6767426105556515,-0.9340574586227463,-0.5294148288125752,1.4725473268259253,-0.6253721543343659
2019-02-24,4.732633332550531,-0.029071887578656492,0.23824406396130646,0.34958061890388314,-0.28289038899872515,-1.1273950466739142,0.11266960131036759
2019-03-03,5.3526765863377666,0.20250148724726075,1.0427638236936463,-0.8922310426690008,0.4693899831701276,0.5940663094741344,-0.555791389794504
2019-03-10,5.404189895925259,0.18962073309884764,0.7712927499153271,-0.5149276298459321,0.36569793301659187,-0.7973007960342069,1.1385562316570574
2019-03-17,4.46025538565277,0.2534423760924951,0.5670468754564058,-0.49028684520548926,0.14807114365337506,0.7602019418923996,-0.12481754577808435
2019-03-24,4.829599596804572,-0.05182320927588371,0.900244759037823,-0.4960828473812467,0.7520007612699028,1.2305981209907813,-0.898235790801941
2019-03-31,5.212839763190944,-0.290297036318189,0.8896070524944406,-0.09526121396684636,0.16550661490434843,-0.8762356465816268,-0.7231988274638215
2019-04-07,5.620996305320441,0.008344117740066753,0.5495353483703933,0.010917114040055895,0.11424469803693409,-0.2488348856176983,-0.31747612818571097
2019-04-14,3.829017574835669,-0.20137942386732297,0.7945030574814463,1.884092814119809,-0.7329264893941825,-0.9256057570653694,-0.21332514739394606
2019-04-21,2.574345348296159,1.4888273520045614,-1.5370426830645318,2.5385786187896384,-1.608862519714454,-1.9434772282139592,0.5377117335771361
2019-04-28,4.102378588990866,0.7555017873884623,-0.5524382860122959,1.496442622374852,-1.0787417401356885,-1.7435488510313004,-0.19350678659754864
2019-05-05,4.625558991845478,1.2432494525959905,0.10007390666534433,1.7390312440114122,-0.14215325396040474,0.8924346672256047,-0.4251474655979177
2019-05-12,2.826857544842876,0.8785039288497204,-0.32435245934672136,0.9260411174461229,-1.2322033531955479,-0.5138465345227815,0.14012807300771346
2019-05-19,4.623713369999132,0.7794459963118493,0.1335253191936675,-0.19246516971862634,-0.274076982235512,1.4399454087220918,0.1744906409351243
2019-05-26,5.995688794525356,0.7482840682816077,0.5386628772062728,0.0818257514655624,-0.5303982048646395,0.978000244129741,-0.37516043567352947
2019-06-02,6.042470226137281,0.016361239441967976,0.5183155685831894,0.44667656145983864,-0.7240064996849546,-0.37647746036814744,-0.21413400567108073
2019-06-09,6.256948845660166,-0.012040810530123663,0.6456705826565565,0.9913669290575243,-0.4992412565210911,-1.0540070170598985,-0.4464417986352504
2019-06-16,7.23107846224223,0.5065402476169204,1.0299058929472598,0.2711940156565597,-0.17539054151774094,0.27290126942494325,-0.5801875325740556
2019-06-23,8.1673829591152,-1.5574558304834536,0.44472906108193655,1.2518186207597777,0.19610598166873772,-1.294066225080051,-0.1405210202257823
2019-06-30,7.376642094751217,-0.1393820321867333,0.43096558161620996,0.5459006149449508,-0.04666614130954176,-0.1332757164116249,-0.5428787784735577
2019-07-07,7.401531725826518,0.21020854651042156,0.5715392413977878,0.5221287196300711,-0.4748020294691946,1.5531303169012598,-0.5524985652619432
2019-07-14,6.8365112791728455,0.009803328553015203,0.628625337656307,0.7437985878176074,-0.693729278324411,2.2143613310569297,-1.4795261721771682
2019-07-21,8.477636177895025,0.4239022472203869,0.5782898253376157,-0.2660195296472323,0.3566945571503319,2.4612291653824974,0.042596701463438386
2019-07-28,7.960353396555657,0.24403792523970186,0.6991986596036505,0.1602428538792037,0.12410754345627001,0.8672279894284178,-0.3734744600887834
2019-08-04,8.266111476145666,0.21606921126681336,0.3417590511215759,0.528099587503669,-0.4171087865820011,0.03798141081215486,0.4733446765602205
2019-08-11,7.406629376188422,0.25104827706001304,0.19827052099117204,0.8813368491789525,-0.4006353858350207,-0.030022397355852867,-0.10368416358794501
2019-08-18,9.2823263662302,1.1815461009920325,0.2408822786412839,0.5922354487850476,-1.0734726454550978,-0.5500609419401465,-0.019253790879185436
2019-08-25,8.95632534055675,1.1821238837750758,0.45468369885454984,0.09827952497592125,-0.5627798660950871,0.31284263461760303,0.23475290051667125
2019-09-01,9.079960352704862,0.28268983317726565,0.9326262732757784,-0.0505714286392358,-0.46171822895855136,1.2746222617233558,-0.08318307614711437
2019-09-08,9.107416353839461,0.7805977555442164,0.9937869034276988,-0.22025061233141113,0.2171788162395174,0.6689410595084304,1.5009364308722484
