,Tracker_Signal,GDP_Forecast_Aligned,GDP_Forecast_Smoothed
2017-06-25,2.154353569757322,3.1176951873677807,2.8733055349677548
2017-07-02,2.718696081954059,3.6883924569455107,2.6923119941587554
2017-07-09,-1.1069395990411834,2.3953296032966054,2.8862044505664723
2017-07-16,6.633481595317653,2.4809140628145214,2.9205828276061045
2017-07-23,1.810851560777455,6.581482941377667,3.786529766108576
2017-07-30,2.2699733211669475,1.3951377749801168,3.213216095617228
2017-08-06,3.7301440619361967,-1.3315732009640113,2.2814903945520735
2017-08-13,5.6273824883650505,0.9073161452818161,1.8880909151688972
2017-08-20,2.7467190922959333,-4.7591545876586165,-0.9470684670901737
2017-08-27,2.3957972469354125,2.6428601188091863,-0.6351378811329063
2017-09-03,3.5184157301109336,0.7520004068019404,-0.11424447919141839
2017-09-10,-4.001958795972934,4.9279912016102445,0.8909242848906886
2017-09-17,1.6312049734615834,-4.978557316970005,0.8360736025628415
2017-09-24,0.8964694789245575,2.154353569757322,0.7139469652998754
2017-10-01,-2.9154480398602676,2.718696081954059,1.2056208840879052
2017-10-08,-2.0546593020633024,-1.1069395990411834,-0.30311181607495186
2017-10-15,-0.0740412962084731,6.633481595317653,2.5998979119969627
2017-10-22,1.6377405795697304,1.810851560777455,2.5140224097519956
2017-10-29,-2.5411378259557553,2.2699733211669475,2.401841719555218
2017-11-05,3.740449161651255,3.7301440619361967,3.611112634799563
2017-11-12,0.31537954986907923,5.6273824883650505,3.3595878580614125
2017-11-19,3.920974235814409,2.7467190922959333,3.593554740941032
2017-11-26,4.130333226696732,2.3957972469354125,3.6250107223831485
2017-12-03,-2.6576902258318134,3.5184157301109336,3.5720786394268327
2017-12-10,-0.9365838992724482,-4.001958795972934,1.1647433183423364
2017-12-17,0.3709698661930312,1.6312049734615834,0.885864788633749
2017-12-24,2.971573063847912,0.8964694789245575,0.5110328466310352
2017-12-31,-0.12416845282188627,-2.9154480398602676,-1.097433095861765
2018-01-07,0.07807410071386611,-2.0546593020633024,-0.6106082223843572
2018-01-14,0.2747957858130503,-0.0740412962084731,-1.0369197898018714
2018-01-21,3.10321713716343,1.6377405795697304,-0.8516020146405782
2018-01-28,5.383277937516418,-2.5411378259557553,-0.7580244611644501
2018-02-04,2.490921477086141,3.740449161651255,0.6907526547641892
2018-02-11,1.5628377096720736,0.31537954986907923,0.7881078662835773
2018-02-18,2.6924762648337954,3.920974235814409,1.358916280344747
2018-02-25,-0.4197518988118638,4.130333226696732,3.0267840435078686
2018-03-04,3.577922208276029,-2.6576902258318134,1.4272491966371015
2018-03-11,1.8630145177015978,-0.9365838992724482,1.1142583343517198
2018-03-18,0.1264993393665983,0.3709698661930312,0.22675724194637537
2018-03-25,2.4879021942566464,2.971573063847912,-0.06293279876582958
2018-04-01,4.096177758591465,-0.12416845282188627,0.5704476444866522
2018-04-08,2.9543252187337137,0.07807410071386611,0.8241121444832308
2018-04-15,1.9458831108657741,0.2747957858130503,0.8000686243882356
2018-04-22,0.40208817395922747,3.10321713716343,0.832979642717115
2018-04-29,1.462287740768739,5.383277937516418,2.209841240301691
2018-05-06,2.907423760857964,2.490921477086141,2.8130530843947597
2018-05-13,3.202938656367502,1.5628377096720736,3.1350635653595154
2018-05-20,2.7650129217632693,2.6924762648337954,3.032378347277107
2018-05-27,5.697265386295021,-0.4197518988118638,1.5816208881950367
2018-06-03,4.927669421374878,3.577922208276029,1.8533710709925084
2018-06-10,3.3290995773851613,1.8630145177015978,1.9284152729998896
2018-06-17,7.456025287429698,0.1264993393665983,1.2869210416330903
2018-06-24,0.4593870459053342,2.4879021942566464,2.013834564900218
2018-07-01,0.025010201041251623,4.096177758591465,2.143398452479077
2018-07-08,3.195687969930834,2.9543252187337137,2.4162261277371058
2018-07-15,-1.2185132545359991,1.9458831108657741,2.8710720706118997
2018-07-22,0.9088042339851885,0.40208817395922747,2.3496185655375452
2018-07-29,2.9613551435495786,1.462287740768739,1.6911460610818636
2018-08-05,-0.34774187669009926,2.907423760857964,1.6794206966129261
2018-08-12,-0.1339100167897458,3.202938656367502,1.993684582988358
2018-08-19,1.5179951860951146,2.7650129217632693,2.5844157699393686
2018-08-26,2.51848073189063,5.697265386295021,3.643160181320939
2018-09-02,3.837241831238421,4.927669421374878,4.148221596450167
2018-09-09,6.496090240047383,3.3290995773851613,4.179761826704582
2018-09-16,2.371837075690723,7.456025287429698,5.352514918121189
2018-09-23,2.449506006082176,0.4593870459053342,4.043045333023768
2018-09-30,2.9413242683276266,0.025010201041251623,2.817380527940361
2018-10-07,4.443720195559357,3.195687969930834,2.7840276260767793
2018-10-14,4.120508303304257,-1.2185132545359991,0.6153929905853551
2018-10-21,1.0582850891600186,0.9088042339851885,0.7277472876053187
2018-10-28,3.4727502971879765,2.9613551435495786,1.4618335232324005
2018-11-04,1.9264329481994173,-0.34774187669009926,0.5759760615771672
2018-11-11,2.792089972899455,-0.1339100167897458,0.8471268710137305
2018-11-18,2.983388770661487,1.5179951860951146,0.999424609041212
2018-11-25,-3.5016660480265847,2.51848073189063,0.8887060061264749
2018-12-02,3.0777406200609776,3.837241831238421,1.934951933108605
2018-12-09,3.2624820388302274,6.496090240047383,3.592451997317887
2018-12-16,1.7788834028440421,2.371837075690723,3.805912469716789
2018-12-23,0.5637167697486198,2.449506006082176,3.7886687882646752
2018-12-30,-0.12175039001893584,2.9413242683276266,3.564689397536977
2019-01-06,3.218050045269277,4.443720195559357,3.0515968864149707
2019-01-13,-1.440590655357676,4.120508303304257,3.488764693318354
2019-01-20,-0.3675440369361551,1.0582850891600186,3.140959464087815
2019-01-27,0.4548174704942807,3.4727502971879765,3.273815971302902
2019-02-03,1.591953715055044,1.9264329481994173,2.6444941594629174
2019-02-10,0.33075660051656675,2.792089972899455,2.312389576861717
2019-02-17,0.11580410229567972,2.983388770661487,2.793665497237084
2019-02-24,4.564676880837646,-3.5016660480265847,1.0500614109334439
2019-03-03,0.23857501231630351,3.0777406200609776,1.337888328898834
2019-03-10,2.7162207923384925,3.2624820388302274,1.455486345381527
2019-03-17,2.7793921482466684,1.7788834028440421,1.1543600034271657
2019-03-24,2.0799982665087864,0.5637167697486198,2.170705707870967
2019-03-31,2.681684000024503,-0.12175039001893584,1.3708329553509881
2019-04-07,2.8876006712080358,3.218050045269277,1.3597249569607508
2019-04-14,0.6998059377580521,-1.440590655357676,0.5548564424103213
2019-04-21,4.748751633119063,-0.3675440369361551,0.32204124073912754
2019-04-28,3.132195477880935,0.4548174704942807,0.46618320586743167
2019-05-05,2.7168556892165276,1.591953715055044,0.05965912331387341
2019-05-12,1.7624623446405105,0.33075660051656675,0.502495937282434
2019-05-19,3.4347454437219884,0.11580410229567972,0.6233329720903928
2019-05-26,0.647033685410638,4.564676880837646,1.6507978246762343
2019-06-02,1.8203685519710429,0.23857501231630351,1.312453148991549
2019-06-09,1.7602661332881238,2.7162207923384925,1.9088191969470303
2019-06-16,-0.07658811636024021,2.7793921482466684,2.5747162084347774
2019-06-23,4.6961152348880475,2.0799982665087864,1.9535465548525628
2019-06-30,4.129001499084999,2.681684000024503,2.5643238017796124
2019-07-07,2.1592185019813894,2.8876006712080358,2.6071687714969984
2019-07-14,1.5636465244484323,0.6998059377580521,2.0872722188748445
2019-07-21,4.130066138865856,4.748751633119063,2.7544605605274137
2019-07-28,1.8995382804299763,3.132195477880935,2.8670884299915214
2019-08-04,3.8080610272827147,2.7168556892165276,2.8244021844936444
2019-08-11,4.100790225478499,1.7624623446405105,3.090066286214259
2019-08-18,2.94479916491684,3.4347454437219884,2.7615647388649904
2019-08-25,3.7166494811181514,0.647033685410638,2.140274290747416
2019-09-01,0.8275364010624213,1.8203685519710429,1.916152506436045
2019-09-08,1.7184906236068853,1.7602661332881238,1.9156034535979483
2019-09-15,3.172247354116935,-0.07658811636024021,1.037770063577391
2019-09-22,2.0519717216214,4.6961152348880475,2.050040450946743
2019-09-29,3.2074837141344372,4.129001499084999,2.6271986877252322
2019-10-06,1.4070687563435826,2.1592185019813894,2.7269367798985487
2019-10-13,1.0360741870847998,1.5636465244484323,3.136995440100717
2019-10-20,3.5060616722146674,4.130066138865856,2.995483166095169
2019-10-27,2.8933345990669985,1.8995382804299763,2.4381173614314133
2019-11-03,0.3427300239693296,3.8080610272827147,2.8503279927567444
2019-11-10,4.935619634569018,4.100790225478499,3.484613918014261
2019-11-17,3.2846696655971774,2.94479916491684,3.1882971745270074
2019-11-24,8.882603914051742,3.7166494811181514,3.642574974699051
2019-12-01,2.876090640491595,0.8275364010624213,2.8974438181439774
2019-12-08,4.8719191057926885,1.7184906236068853,2.3018689176760745
2019-12-15,6.050352198799413,3.172247354116935,2.358730964976098
2019-12-22,5.760462113108216,2.0519717216214,1.94256152510191
2019-12-29,8.616667462545607,3.2074837141344372,2.537548353369914
2020-01-05,3.7519708911269065,1.4070687563435826,2.4596928865540884
2020-01-12,8.135903068216898,1.0360741870847998,1.9256495947960548
2020-01-19,6.251489360773597,3.5060616722146674,2.2891720824443715
2020-01-26,6.114815101681815,2.8933345990669985,2.210634803677512
2020-02-02,7.289326813157189,0.3427300239693296,1.9445501205839486
2020-02-09,8.559807363094762,4.935619634569018,2.919436482455003
2020-02-16,7.273362764185025,3.2846696655971774,2.864088480800631
2020-02-23,4.128960174323028,8.882603914051742,4.361405809546817
2020-03-01,6.1865599376700695,2.876090640491595,4.994745963677383
2020-03-08,6.55129827681065,4.8719191057926885,4.978820831483301
2020-03-15,11.879845863918398,6.050352198799413,5.67024146478386
2020-03-22,13.101604830013603,5.760462113108216,4.889706014547978
2020-03-29,21.33283835561621,8.616667462545607,6.324850220061482
2020-04-05,17.793337737337616,3.7519708911269065,6.044863166395035
2020-04-12,24.515140932735296,8.135903068216898,6.566250883749406
2020-04-19,20.018446740086965,6.251489360773597,6.689007695665752
2020-04-26,23.152131729896123,6.114815101681815,6.063544605449804
2020-05-03,18.824860416692623,7.289326813157189,6.947883585957374
2020-05-10,20.15681898181773,8.559807363094762,7.05385965967684
2020-05-17,13.144222174132732,7.273362764185025,7.309328010529698
2020-05-24,22.108981878016873,4.128960174323028,6.81286427869
2020-05-31,16.07923348419561,6.1865599376700695,6.537172559818221
2020-06-07,14.888093459129635,6.55129827681065,6.035045288247193
2020-06-14,16.96798560891107,11.879845863918398,7.186666063180536
2020-06-21,14.178378813486628,13.101604830013603,9.429827227103178
2020-06-28,24.035118108416494,21.33283835561621,13.216396831589716
2020-07-05,20.94496407467176,17.793337737337616,16.026906696721458
2020-07-12,16.276372875516397,24.515140932735296,19.18573046392568
2020-07-19,15.549357356124656,20.018446740086965,20.914940941444023
2020-07-26,16.448442763756283,23.152131729896123,21.369764285014
2020-08-02,10.318581624948264,18.824860416692623,21.62764495485275
2020-08-09,13.962796313354712,20.15681898181773,20.53806446712336
2020-08-16,14.437450159347726,13.144222174132732,18.8195083256348
2020-08-23,14.915000025189421,22.108981878016873,18.558720862664988
2020-08-30,11.976715956245268,16.07923348419561,17.872314129540737
2020-09-06,13.058535456162975,14.888093459129635,16.55513274886871
2020-09-13,10.624228277887758,16.96798560891107,17.511073607563297
2020-09-20,11.057536984832906,14.178378813486628,15.528422841430736
2020-09-27,12.500500117866508,24.035118108416494,17.517393997485957
2020-10-04,13.146548559555065,20.94496407467176,19.031611651371488
2020-10-11,16.848797605158108,16.276372875516397,18.85870846802282
2020-10-18,16.54256165643943,15.549357356124656,19.201453103682326
2020-10-25,15.745420768166536,16.448442763756283,17.304784267517274
2020-11-01,18.132082930794073,10.318581624948264,14.6481886550864
2020-11-08,13.591034270219733,13.962796313354712,14.069794514545977
2020-11-15,15.710603185553136,14.437450159347726,13.791817715351746
2020-11-22,11.796893295688875,14.915000025189421,13.40845703071003
2020-11-29,13.138680218366684,11.976715956245268,13.822990613534282
2020-12-06,12.67176093568316,13.058535456162975,13.596925399236348
2020-12-13,14.014042480254485,10.624228277887758,12.643619928871356
2020-12-20,14.110771830487717,11.057536984832906,11.679254168782228
2020-12-27,12.24850744006126,12.500500117866508,11.810200209187537
2021-01-03,15.044041850277594,13.146548559555065,11.83220348503556
2021-01-10,12.671829362695966,16.848797605158108,13.388345816853146
2021-01-17,11.818069304093324,16.54256165643943,14.759601984754777
2021-01-24,12.4940048236917,15.745420768166536,15.570832147329785
2021-01-31,9.455863982869971,18.132082930794073,16.817215740139538
2021-02-07,11.031123156542527,13.591034270219733,16.002774906404944
2021-02-14,12.688516727720426,15.710603185553136,15.79478528868337
2021-02-21,11.585225576501323,11.796893295688875,14.807653420563955
2021-02-28,9.89867946449312,13.138680218366684,13.559302742457106
2021-03-07,10.16464125940131,12.67176093568316,13.329484408822964
2021-03-14,5.925789123815484,14.014042480254485,12.905344232498301
2021-03-21,1.5866601277322419,14.110771830487717,13.483813866198012
2021-03-28,-8.361902091303087,12.24850744006126,13.261270671621656
2021-04-04,-2.4511579667538674,15.044041850277594,13.854340900270266
2021-04-11,-9.308561329781718,12.671829362695966,13.518787620880634
2021-04-18,-7.616183412703026,11.818069304093324,12.945611989282035
2021-04-25,-7.259610613739434,12.4940048236917,13.006986335189644
2021-05-02,-3.8334190798831917,9.455863982869971,11.609941868337739
2021-05-09,-2.961283563213067,11.031123156542527,11.199765316799382
2021-05-16,2.6535235820193335,12.688516727720426,11.417377172706157
2021-05-23,-4.723819620420081,11.585225576501323,11.190182360908562
2021-05-30,1.4315269182322152,9.89867946449312,11.300886231314351
2021-06-06,3.58306582926579,10.16464125940131,11.084265757029044
2021-06-13,2.149389016710969,5.925789123815484,9.39358385605281
2021-06-20,3.9424189531319316,1.5866601277322419,6.893942493860539
2021-06-27,-5.4676114342227935,-8.361902091303087,2.3287971049114873
2021-07-04,-1.2190365538172472,-2.4511579667538674,-0.8251527016273073
2021-07-11,4.199136228646055,-9.308561329781718,-4.633740315026608
2021-07-18,2.777644495423558,-7.616183412703026,-6.934451200135425
2021-07-25,1.4210736590818533,-7.259610613739434,-6.658878330744511
2021-08-01,4.839070037418951,-3.8334190798831917,-7.0044436090268425
2021-08-08,6.95527462309796,-2.961283563213067,-5.4176241673846794
2021-08-15,6.097817179304884,2.6535235820193335,-2.8501974187040897
2021-08-22,5.144991272458875,-4.723819620420081,-2.2162496703742516
2021-08-29,8.373721579159092,1.4315269182322152,-0.9000131708453998
2021-09-05,4.757329329335732,3.58306582926579,0.7360741772743145
2021-09-12,7.607958547982712,2.149389016710969,0.6100405359472233
2021-09-19,4.7144691977141395,3.9424189531319316,2.776600179335227
2021-09-26,6.347133927521339,-5.4676114342227935,1.0518155912214744
2021-10-03,3.493859734739674,-1.2190365538172472,-0.14871000454928507
2021-10-10,-1.2448943610888694,4.199136228646055,0.3637267984344865
2021-10-17,-1.5010734255972569,2.777644495423558,0.07253318400739317
2021-10-24,-2.816825319325119,1.4210736590818533,1.7947044573335549
2021-10-31,-4.474338605194162,4.839070037418951,3.309231105142605
2021-11-07,-3.8752142823526334,6.95527462309796,3.998265703755581
2021-11-14,-4.787973563253993,6.097817179304884,4.828308874725912
2021-11-21,-1.9404280411199109,5.144991272458875,5.7592882780701675
2021-11-28,-2.7880785420178276,8.373721579159092,6.642951163505202
2021-12-05,-1.974086455172202,4.757329329335732,6.093464840064646
2021-12-12,-3.850444185455924,7.607958547982712,6.4710001822341034
2021-12-19,-5.834585049625612,4.7144691977141395,6.363369663547919
2021-12-26,-3.4449848623814034,6.347133927521339,5.856722750638481
2022-01-02,-4.404562891883021,3.493859734739674,5.5408553519894665
2022-01-09,-5.1462027894625,-1.2448943610888694,3.3276421247215713
2022-01-16,-5.146505531523963,-1.5010734255972569,1.7737564688937222
2022-01-23,-3.8559695561714173,-2.816825319325119,-0.5172333428178923
2022-01-30,-3.1065041338649326,-4.474338605194162,-2.509282927801351
2022-02-06,-6.420262834326983,-3.8752142823526334,-3.1668629081172925
2022-02-13,-8.35344897243644,-4.787973563253993,-3.9885879425314763
2022-02-20,-5.911092137327128,-1.9404280411199109,-3.769488622980174
2022-02-27,-5.9286976428154174,-2.7880785420178276,-3.3479236071860905
2022-03-06,-8.904350866238168,-1.974086455172202,-2.8726416503909826
2022-03-13,-7.703967021732216,-3.850444185455924,-2.6382593059414656
2022-03-20,-6.018012516153806,-5.834585049625612,-3.611798558067891
2022-03-27,-7.154683774804334,-3.4449848623814034,-3.7760251381587846
2022-04-03,-6.19680368898702,-4.404562891883021,-4.383644247336489
2022-04-10,-7.056390118021533,-5.1462027894625,-4.707583898338134
2022-04-17,-7.388634079430537,-5.146505531523963,-4.535564018812721
2022-04-24,-8.847643931969163,-3.8559695561714173,-4.638310192260224
2022-05-01,-9.004421944093426,-3.1065041338649326,-4.313795502755703
2022-05-08,-10.691025688430447,-6.420262834326983,-4.632310513971824
2022-05-15,-11.640822489484595,-8.35344897243644,-5.4340463741999425
2022-05-22,-10.960272361551326,-5.911092137327128,-5.94782701948887
2022-05-29,-12.793838228077682,-5.9286976428154174,-6.653375396726491
2022-06-05,-15.442706698009744,-8.904350866238168,-7.274397404704288
2022-06-12,-15.03956154528277,-7.703967021732216,-7.112026917028232
2022-06-19,-14.0406410566905,-6.018012516153806,-7.138757011734902
2022-06-26,-12.016003994676971,-7.154683774804334,-7.445253544732131
2022-07-03,-12.999560172901745,-6.19680368898702,-6.768366750419344
2022-07-10,-14.598025582693218,-7.056390118021533,-6.606472524491673
2022-07-17,-14.805991061854815,-7.388634079430537,-6.949127915310856
2022-07-24,-13.178719273261056,-8.847643931969163,-7.372367954602064
2022-07-31,-12.132472934111206,-9.004421944093426,-8.074272518378665
2022-08-07,-15.724020739423135,-10.691025688430447,-8.982931410980893
2022-08-14,-15.22649425999693,-11.640822489484595,-10.045978513494408
2022-08-21,-14.143750823415143,-10.960272361551326,-10.574135620889948
2022-08-28,-14.181279994478786,-12.793838228077682,-11.521489691886014
2022-09-04,-13.889992456691111,-15.442706698009744,-12.709409944280836
2022-09-11,-15.857065405132001,-15.03956154528277,-13.559094708230381
2022-09-18,-11.77273860069472,-14.0406410566905,-14.329186882015176
2022-09-25,-12.449946068711494,-12.016003994676971,-14.134728323664994
2022-10-02,-10.899112014001968,-12.999560172901745,-13.523941692387996
2022-10-09,-10.132451580348835,-14.598025582693218,-13.413557701740608
2022-10-16,-9.06214520013063,-14.805991061854815,-13.604895203031687
2022-10-23,-6.992745976489258,-13.178719273261056,-13.895574022677707
2022-10-30,-8.59557734310193,-12.132472934111206,-13.678802212980074
2022-11-06,-5.400889480286561,-15.724020739423135,-13.960301002162552
2022-11-13,-6.021119482134929,-15.22649425999693,-14.06542680169808
2022-11-20,-6.921795020759954,-14.143750823415143,-14.306684689236604
2022-11-27,-4.989646237980883,-14.181279994478786,-14.8188864543285
2022-12-04,-6.925341881194874,-13.889992456691111,-14.360379383645492
2022-12-11,-5.409465537151868,-15.857065405132001,-14.51802216992926
2022-12-18,-3.098364852874707,-11.77273860069472,-13.925269114249154
2022-12-25,-3.4820911872109646,-12.449946068711494,-13.492435632807332
2023-01-01,-5.849763369711099,-10.899112014001968,-12.744715522135046
2023-01-08,-3.843187258305182,-10.132451580348835,-11.313562065939253
2023-01-15,-2.8737627375803365,-9.06214520013063,-10.635913715798232
2023-01-22,-5.543127488004662,-6.992745976489258,-9.271613692742672
2023-01-29,-3.6728978539406905,-8.59557734310193,-8.695730025017664
2023-02-05,-2.40671809158174,-5.400889480286561,-7.512839500002094
2023-02-12,-1.6830798210243314,-6.021119482134929,-6.752583070503169
2023-02-19,-2.2468083720517216,-6.921795020759954,-6.734845331570844
2023-02-26,-0.014655337802762958,-4.989646237980883,-5.833362555290582
2023-03-05,1.8679180831663778,-6.925341881194874,-6.21447565551766
2023-03-12,2.3648938353320696,-5.409465537151868,-6.061562169271895
2023-03-19,1.6446027648099488,-3.098364852874707,-5.105704627300582
2023-03-26,0.16070661513945872,-3.4820911872109646,-4.728815864608103
2023-04-02,-1.9892162884531945,-5.849763369711099,-4.459921236737159
2023-04-09,2.9695466155699077,-3.843187258305182,-4.068351667025488
2023-04-16,-0.7375727277992761,-2.8737627375803365,-4.012201138201895
2023-04-23,2.0069190297813186,-5.543127488004662,-4.52746021340032
2023-04-30,-2.1133168492095775,-3.6728978539406905,-3.983243834457718
2023-05-07,1.2402018030829924,-2.40671809158174,-3.6241265427768576
2023-05-14,3.850641711321271,-1.6830798210243314,-3.326455813637856
2023-05-21,2.410460591293322,-2.2468083720517216,-2.502376034649621
2023-05-28,4.288961584851478,-0.014655337802762958,-1.587815405615139
2023-06-04,6.707636716767057,1.8679180831663778,-0.5191563619281095
2023-06-11,7.402448331957269,2.3648938353320696,0.4928370521609907
2023-06-18,5.605073000700445,1.6446027648099488,1.4656898363764082
2023-06-25,3.806621881832326,0.16070661513945872,1.5095303246119638
2023-07-02,1.8554319824190668,-1.9892162884531945,0.5452467317070706
2023-07-09,4.991047184787911,2.9695466155699077,0.6964099267665302
2023-07-16,3.851672650446755,-0.7375727277992761,0.10086605361422402
2023-07-23,5.118176706094179,2.0069190297813186,0.562419157274689
2023-07-30,3.4824573819444753,-2.1133168492095775,0.5313940170855933
2023-08-06,3.2493359534871,1.2402018030829924,0.09905781396386448
2023-08-13,5.188786113280239,3.850641711321271,1.2461114237440012
2023-08-20,2.4022643741223626,2.410460591293322,1.3469968141220021
2023-08-27,2.3705612865825465,4.288961584851478,2.9475664226372658
2023-09-03,4.596262831522553,6.707636716767057,4.314425151058282
2023-09-10,5.490623135776215,7.402448331957269,5.202376806217282
2023-09-17,4.979415682638995,5.605073000700445,6.001029908569063
2023-09-24,2.3281754821056904,3.806621881832326,5.880444982814275
2023-10-01,4.642878227839271,1.8554319824190668,4.667393799227278
2023-10-08,2.436404193792783,4.991047184787911,4.064543512434938
2023-10-15,2.111324958832702,3.851672650446755,3.6261934248715146
2023-10-22,1.6345137043692604,5.118176706094179,3.9540821309369782
2023-10-29,7.227163631696242,3.4824573819444753,4.36083848081833
2023-11-05,2.7829625911983156,3.2493359534871,3.9254106729931273
2023-11-12,3.3854634558873347,5.188786113280239,4.259689038701499
2023-11-19,4.245765830074559,2.4022643741223626,3.580710955708544
2023-11-26,5.098286938458766,2.3705612865825465,3.302736931868062
2023-12-03,5.875598475266968,4.596262831522553,3.639468651376925
2023-12-10,3.567011923720983,5.490623135776215,3.714927907000919
2023-12-17,6.981031290388346,4.979415682638995,4.3592157341300775
2023-12-24,4.570312306955539,2.3281754821056904,4.348619283010864
2023-12-31,6.044660741678143,4.642878227839271,4.360273132090043
2024-01-07,7.966027953666148,2.436404193792783,3.596718396594185
2024-01-14,4.025146123538718,2.111324958832702,2.8796957156426117
2024-01-21,5.175873747613771,1.6345137043692604,2.706280271208504
2024-01-28,5.756914958622188,7.227163631696242,3.3523516221727467
2024-02-04,6.897111077095188,2.7829625911983156,3.4389912215241303
2024-02-11,5.748554940775371,3.3854634558873347,3.7575258457877876
2024-02-18,5.024766379680985,4.245765830074559,4.410338877214112
2024-02-25,3.9015045135256474,5.098286938458766,3.8781197039047437
2024-03-03,5.449531686918386,5.875598475266968,4.651278674921907
2024-03-10,3.0180392988410323,3.567011923720983,4.696665791880319
2024-03-17,5.945550640692616,6.981031290388346,5.380482156958766
